age_months,sex,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4,SD5,SD6,SD7,SD8,diff_SD2_SD3
73,2,-1.0956,15.276,0.10241,10.745,11.722,12.699,13.863,15.276,17.029,19.264,22.217,25.17,28.122999999999998,31.075999999999997,34.028999999999996,36.982,2.9529999999999994
74,2,-1.1115,15.2831,0.10287,10.744,11.721,12.698,13.865,15.283,17.047,19.305,22.303,25.301,28.299000000000003,31.297000000000004,34.295,37.293000000000006,2.998000000000001
75,2,-1.1272,15.2911,0.10333,10.744,11.721,12.699,13.867,15.291,17.067,19.347,22.391,25.435,28.478999999999992,31.52299999999999,34.566999999999986,37.61099999999998,3.043999999999997
76,2,-1.1427,15.2998,0.10379,10.744,11.722,12.7,13.87,15.3,17.087,19.391,22.481,25.572,28.66100000000001,31.751000000000012,34.841000000000015,37.93100000000002,3.0900000000000034
77,2,-1.1579,15.3095,0.10425,10.745,11.723,12.701,13.874,15.31,17.108,19.436,22.574,25.712,28.850000000000005,31.988000000000007,35.126000000000005,38.26400000000001,3.1380000000000017
78,2,-1.1728,15.32,0.10471,10.746,11.725,12.704,13.879,15.32,17.131,19.482,22.668,25.855,29.04,32.226,35.412,38.598,3.186
79,2,-1.1875,15.3314,0.10517,10.748,11.727,12.707,13.885,15.331,17.154,19.529,22.766,26.002,29.239999999999995,32.47699999999999,35.71399999999999,38.95099999999999,3.2369999999999983
80,2,-1.2019,15.3439,0.10562,10.751,11.731,12.711,13.892,15.344,17.179,19.578,22.864,26.15,29.436000000000003,32.72200000000001,36.00800000000001,39.29400000000001,3.2860000000000014
81,2,-1.216,15.3572,0.10608,10.754,11.735,12.716,13.899,15.357,17.204,19.628,22.966,26.304,29.642000000000003,32.980000000000004,36.318000000000005,39.656000000000006,3.338000000000001
82,2,-1.2298,15.3717,0.10654,10.758,11.74,12.721,13.907,15.372,17.231,19.68,23.071,26.461,29.853000000000005,33.24400000000001,36.635000000000005,40.02600000000001,3.391000000000002
83,2,-1.2433,15.3871,0.107,10.762,11.745,12.728,13.916,15.387,17.259,19.734,23.178,26.621,30.066,33.51,36.95399999999999,40.397999999999996,3.443999999999999
84,2,-1.2565,15.4036,0.10746,10.767,11.751,12.735,13.927,15.404,17.289,19.789,23.287,26.785,30.282999999999994,33.78099999999999,37.27899999999999,40.77699999999999,3.4979999999999976
85,2,-1.2693,15.4211,0.10792,10.773,11.758,12.743,13.938,15.421,17.319,19.845,23.399,26.953,30.507000000000005,34.06100000000001,37.61500000000001,41.16900000000001,3.554000000000002
86,2,-1.2819,15.4397,0.10837,10.779,11.766,12.752,13.95,15.44,17.35,19.903,23.512,27.122,30.730000000000004,34.339000000000006,37.94800000000001,41.55700000000001,3.6090000000000018
87,2,-1.2941,15.4593,0.10883,10.786,11.774,12.762,13.963,15.459,17.383,19.963,23.629,27.296,30.961000000000002,34.627,38.293000000000006,41.959,3.6660000000000004
88,2,-1.306,15.4798,0.10929,10.793,11.783,12.772,13.976,15.48,17.417,20.023,23.749,27.474,31.200999999999997,34.92699999999999,38.65299999999999,42.37899999999999,3.725999999999999
89,2,-1.3175,15.5014,0.10974,10.802,11.793,12.783,13.991,15.501,17.452,20.085,23.869,27.653,31.436999999999998,35.221,39.004999999999995,42.788999999999994,3.783999999999999
90,2,-1.3287,15.524,0.1102,10.81,11.803,12.795,14.007,15.524,17.488,20.149,23.994,27.838,31.683999999999997,35.528999999999996,39.373999999999995,43.218999999999994,3.844999999999999
91,2,-1.3395,15.5476,0.11065,10.82,11.814,12.808,14.023,15.548,17.526,20.214,24.119,28.023,31.929000000000002,35.834,39.739000000000004,43.644000000000005,3.905000000000001
92,2,-1.3499,15.5723,0.1111,10.83,11.826,12.822,14.041,15.572,17.564,20.281,24.246,28.212,32.176,36.141,40.105999999999995,44.071,3.965
93,2,-1.36,15.5979,0.11156,10.84,11.838,12.836,14.059,15.598,17.604,20.349,24.377,28.406,32.43299999999999,36.461,40.48899999999999,44.516999999999996,4.027999999999999
94,2,-1.3697,15.6246,0.11201,10.851,11.851,12.852,14.078,15.625,17.645,20.418,24.51,28.601,32.694,36.78600000000001,40.878000000000014,44.97000000000001,4.092000000000002
95,2,-1.379,15.6523,0.11246,10.862,11.865,12.868,14.099,15.652,17.687,20.489,24.644,28.799,32.95399999999999,37.108999999999995,41.26399999999999,45.41899999999998,4.154999999999998
96,2,-1.388,15.681,0.11291,10.874,11.879,12.884,14.12,15.681,17.73,20.561,24.781,29.001,33.221,37.440999999999995,41.660999999999994,45.88099999999999,4.219999999999999
97,2,-1.3966,15.7107,0.11335,10.887,11.895,12.902,14.142,15.711,17.774,20.634,24.918,29.203,33.486,37.769999999999996,42.053999999999995,46.337999999999994,4.283999999999999
98,2,-1.4047,15.7415,0.1138,10.9,11.91,12.92,14.164,15.742,17.82,20.709,25.059,29.409,33.759,38.10900000000001,42.459,46.80900000000001,4.350000000000001
99,2,-1.4125,15.7732,0.11424,10.914,11.927,12.94,14.188,15.773,17.866,20.784,25.2,29.617,34.032,38.448,42.864000000000004,47.28,4.416
100,2,-1.4199,15.8058,0.11469,10.928,11.944,12.959,14.212,15.806,17.914,20.862,25.345,29.829,34.311,38.794,43.277,47.760000000000005,4.4830000000000005
101,2,-1.427,15.8394,0.11513,10.943,11.962,12.98,14.238,15.839,17.962,20.94,25.491,30.042,34.592999999999996,39.14399999999999,43.69499999999999,48.245999999999995,4.550999999999998
102,2,-1.4336,15.8738,0.11557,10.958,11.98,13.001,14.264,15.874,18.012,21.019,25.638,30.256,34.876000000000005,39.49500000000001,44.11400000000002,48.73300000000002,4.619000000000003
103,2,-1.4398,15.909,0.11601,10.974,11.998,13.023,14.291,15.909,18.062,21.1,25.786,30.472,35.158,39.844,44.53,49.216,4.686
104,2,-1.4456,15.9451,0.11644,10.99,12.018,13.045,14.318,15.945,18.113,21.181,25.934,30.688,35.44,40.193,44.946,49.699,4.753
105,2,-1.4511,15.9818,0.11688,11.006,12.037,13.068,14.346,15.982,18.166,21.263,26.085,30.908,35.729,40.551,45.373,50.19499999999999,4.821999999999999
106,2,-1.4561,16.0194,0.11731,11.023,12.057,13.092,14.375,16.019,18.219,21.346,26.236,31.127,36.016000000000005,40.906000000000006,45.79600000000001,50.68600000000001,4.890000000000001
107,2,-1.4607,16.0575,0.11774,11.04,12.078,13.115,14.404,16.058,18.272,21.429,26.388,31.346,36.30600000000001,41.265000000000015,46.22400000000002,51.18300000000002,4.959000000000003
108,2,-1.465,16.0964,0.11816,11.057,12.099,13.14,14.434,16.096,18.326,21.513,26.539,31.565,36.591,41.617000000000004,46.643,51.669,5.026
109,2,-1.4688,16.1358,0.11859,11.075,12.12,13.165,14.465,16.136,18.381,21.599,26.692,31.786,36.878,41.971000000000004,47.064,52.157,5.093
110,2,-1.4723,16.1759,0.11901,11.092,12.141,13.19,14.496,16.176,18.437,21.684,26.845,32.007,37.166999999999994,42.32799999999999,47.48899999999999,52.64999999999999,5.160999999999998
111,2,-1.4753,16.2166,0.11943,11.11,12.163,13.216,14.527,16.217,18.493,21.77,26.998,32.227,37.45400000000001,42.682,47.91000000000001,53.138000000000005,5.2280000000000015
112,2,-1.478,16.258,0.11985,11.128,12.185,13.242,14.559,16.258,18.551,21.857,27.152,32.448,37.742000000000004,43.037000000000006,48.33200000000001,53.62700000000001,5.295000000000002
113,2,-1.4803,16.2999,0.12026,11.147,12.208,13.269,14.592,16.3,18.608,21.944,27.305,32.666,38.027,43.388000000000005,48.749,54.11,5.361000000000001
114,2,-1.4823,16.3425,0.12067,11.166,12.231,13.296,14.625,16.343,18.666,22.031,27.459,32.886,38.315,43.743,49.17100000000001,54.599000000000004,5.428000000000001
115,2,-1.4838,16.3858,0.12108,11.185,12.254,13.323,14.659,16.386,18.725,22.12,27.612,33.104,38.59599999999999,44.087999999999994,49.579999999999984,55.07199999999999,5.491999999999997
116,2,-1.485,16.4298,0.12148,11.204,12.278,13.352,14.694,16.43,18.785,22.208,27.765,33.321,38.879000000000005,44.43600000000001,49.99300000000001,55.55000000000001,5.557000000000002
117,2,-1.4859,16.4746,0.12188,11.224,12.302,13.38,14.729,16.475,18.846,22.298,27.918,33.538,39.158,44.778000000000006,50.398,56.018,5.620000000000001
118,2,-1.4864,16.52,0.12228,11.244,12.327,13.41,14.764,16.52,18.907,22.388,28.071,33.755,39.437,45.120000000000005,50.803,56.486000000000004,5.683
119,2,-1.4866,16.5663,0.12268,11.265,12.352,13.439,14.801,16.566,18.969,22.479,28.226,33.972,39.72,45.467,51.214,56.961,5.747
120,2,-1.4864,16.6133,0.12307,11.285,12.378,13.47,14.838,16.613,19.032,22.57,28.378,34.185,39.994,45.802,51.61,57.418,5.808
121,2,-1.4859,16.6612,0.12346,11.307,12.404,13.501,14.876,16.661,19.096,22.663,28.531,34.399,40.266999999999996,46.13499999999999,52.00299999999999,57.870999999999995,5.8679999999999986
122,2,-1.4851,16.71,0.12384,11.328,12.43,13.533,14.914,16.71,19.161,22.755,28.683,34.61,40.539,46.467,52.395,58.32300000000001,5.928000000000001
123,2,-1.4839,16.7595,0.12422,11.35,12.458,13.565,14.954,16.76,19.226,22.849,28.834,34.82,40.804,46.789,52.774,58.759,5.984999999999999
124,2,-1.4825,16.81,0.1246,11.373,12.485,13.598,14.994,16.81,19.293,22.943,28.987,35.031,41.07499999999999,47.118999999999986,53.16299999999998,59.20699999999998,6.043999999999997
125,2,-1.4807,16.8614,0.12497,11.396,12.514,13.631,15.035,16.861,19.36,23.038,29.138,35.238,41.33800000000001,47.438,53.53800000000001,59.638000000000005,6.100000000000001
126,2,-1.4787,16.9136,0.12534,11.419,12.542,13.666,15.076,16.914,19.429,23.134,29.29,35.445,41.602,47.757999999999996,53.913999999999994,60.06999999999999,6.155999999999999
127,2,-1.4763,16.9667,0.12571,11.443,12.572,13.7,15.119,16.967,19.498,23.231,29.441,35.651,41.86099999999999,48.07099999999999,54.28099999999999,60.490999999999985,6.209999999999997
128,2,-1.4737,17.0208,0.12607,11.467,12.602,13.736,15.162,17.021,19.568,23.328,29.591,35.854,42.117000000000004,48.38000000000001,54.64300000000001,60.906000000000006,6.263000000000002
129,2,-1.4708,17.0757,0.12643,11.492,12.632,13.772,15.206,17.076,19.639,23.426,29.742,36.057,42.37400000000001,48.69000000000001,55.006000000000014,61.32200000000002,6.3160000000000025
130,2,-1.4677,17.1316,0.12678,11.517,12.663,13.81,15.251,17.132,19.712,23.525,29.891,36.257,42.623,48.989,55.355,61.721,6.366
131,2,-1.4642,17.1883,0.12713,11.543,12.695,13.847,15.297,17.188,19.785,23.624,30.039,36.454,42.86900000000001,49.284000000000006,55.69900000000001,62.11400000000002,6.415000000000003
132,2,-1.4606,17.2459,0.12748,11.569,12.727,13.885,15.343,17.246,19.859,23.725,30.189,36.653,43.117,49.580999999999996,56.044999999999995,62.50899999999999,6.463999999999999
133,2,-1.4567,17.3044,0.12782,11.595,12.76,13.925,15.39,17.304,19.933,23.825,30.336,36.847,43.358,49.869,56.379999999999995,62.89099999999999,6.510999999999999
134,2,-1.4526,17.3637,0.12816,11.622,12.793,13.964,15.438,17.364,20.009,23.927,30.484,37.042,43.598000000000006,50.15500000000001,56.71200000000001,63.26900000000001,6.557000000000002
135,2,-1.4482,17.4238,0.12849,11.65,12.827,14.004,15.487,17.424,20.086,24.029,30.63,37.231,43.831999999999994,50.43299999999999,57.03399999999999,63.63499999999999,6.600999999999999
136,2,-1.4436,17.4847,0.12882,11.677,12.861,14.045,15.536,17.485,20.163,24.131,30.776,37.42,44.066,50.711,57.355999999999995,64.00099999999999,6.645
137,2,-1.4389,17.5464,0.12914,11.706,12.896,14.087,15.586,17.546,20.241,24.234,30.92,37.606,44.292,50.978,57.664,64.35,6.686
138,2,-1.4339,17.6088,0.12946,11.734,12.931,14.129,15.637,17.609,20.32,24.338,31.064,37.79,44.516,51.242,57.967999999999996,64.69399999999999,6.725999999999999
139,2,-1.4288,17.6719,0.12978,11.763,12.967,14.171,15.688,17.672,20.4,24.442,31.209,37.975,44.742999999999995,51.51,58.277,65.044,6.7669999999999995
140,2,-1.4235,17.7357,0.13009,11.792,13.003,14.214,15.74,17.736,20.48,24.546,31.351,38.155,44.961,51.766,58.571,65.376,6.805
141,2,-1.418,17.8001,0.1304,11.822,13.04,14.258,15.793,17.8,20.561,24.651,31.493,38.335,45.17699999999999,52.01899999999999,58.86099999999999,65.70299999999999,6.841999999999999
142,2,-1.4123,17.8651,0.1307,11.852,13.077,14.302,15.846,17.865,20.642,24.756,31.633,38.509,45.387,52.263999999999996,59.14099999999999,66.01799999999999,6.876999999999999
143,2,-1.4065,17.9306,0.13099,11.882,13.114,14.346,15.899,17.931,20.724,24.861,31.77,38.68,45.587999999999994,52.497,59.40599999999999,66.315,6.908999999999999
144,2,-1.4006,17.9966,0.13129,11.912,13.151,14.391,15.953,17.997,20.806,24.967,31.91,38.854,45.79600000000001,52.739000000000004,59.682,66.625,6.943000000000001
145,2,-1.3945,18.063,0.13158,11.942,13.189,14.436,16.008,18.063,20.889,25.072,32.047,39.023,45.99699999999999,52.971999999999994,59.94699999999999,66.92199999999998,6.974999999999998
146,2,-1.3883,18.1297,0.13186,11.973,13.227,14.481,16.062,18.13,20.972,25.177,32.182,39.187,46.19200000000001,53.19700000000001,60.20200000000001,67.20700000000002,7.005000000000003
147,2,-1.3819,18.1967,0.13214,12.003,13.265,14.526,16.117,18.197,21.055,25.282,32.316,39.35,46.38400000000001,53.418000000000006,60.45200000000001,67.48600000000002,7.0340000000000025
148,2,-1.3755,18.2639,0.13241,12.034,13.303,14.572,16.172,18.264,21.138,25.387,32.448,39.509,46.57,53.631,60.692,67.753,7.061
149,2,-1.3689,18.3312,0.13268,12.065,13.341,14.618,16.227,18.331,21.222,25.491,32.579,39.666,46.755,53.843,60.931000000000004,68.019,7.088000000000001
150,2,-1.3621,18.3986,0.13295,12.095,13.379,14.663,16.282,18.399,21.305,25.596,32.708,39.82,46.931999999999995,54.044,61.15599999999999,68.26799999999999,7.111999999999998
151,2,-1.3553,18.466,0.13321,12.126,13.418,14.709,16.338,18.466,21.388,25.699,32.835,39.97,47.107,54.242999999999995,61.379,68.51499999999999,7.135999999999999
152,2,-1.3483,18.5333,0.13347,12.156,13.456,14.755,16.393,18.533,21.471,25.802,32.96,40.118,47.276,54.434000000000005,61.592000000000006,68.75,7.158000000000001
153,2,-1.3413,18.6006,0.13372,12.187,13.494,14.8,16.448,18.601,21.554,25.905,33.083,40.261,47.43899999999999,54.61699999999999,61.79499999999999,68.97299999999998,7.177999999999997
154,2,-1.3341,18.6677,0.13397,12.217,13.531,14.846,16.503,18.668,21.637,26.007,33.204,40.402,47.598,54.795,61.992,69.189,7.196999999999999
155,2,-1.3269,18.7346,0.13421,12.247,13.569,14.891,16.558,18.735,21.719,26.107,33.322,40.538,47.75200000000001,54.96700000000001,62.182000000000016,69.39700000000002,7.215000000000003
156,2,-1.3195,18.8012,0.13445,12.276,13.606,14.936,16.612,18.801,21.8,26.207,33.439,40.67,47.903,55.135,62.367,69.59899999999999,7.231999999999999
157,2,-1.3121,18.8675,0.13469,12.305,13.643,14.981,16.667,18.868,21.882,26.307,33.554,40.802,48.04800000000001,55.295000000000016,62.542000000000016,69.78900000000002,7.247000000000003
158,2,-1.3046,18.9335,0.13492,12.335,13.68,15.025,16.721,18.934,21.962,26.405,33.666,40.928,48.18799999999999,55.448999999999984,62.70999999999998,69.97099999999998,7.260999999999996
159,2,-1.297,18.9991,0.13514,12.364,13.717,15.07,16.775,18.999,22.042,26.501,33.775,41.048,48.32299999999999,55.596999999999994,62.87099999999999,70.14499999999998,7.273999999999997
160,2,-1.2894,19.0642,0.13537,12.392,13.753,15.113,16.828,19.064,22.122,26.598,33.884,41.171,48.456,55.742000000000004,63.028000000000006,70.31400000000001,7.286000000000001
161,2,-1.2816,19.1289,0.13559,12.42,13.788,15.157,16.881,19.129,22.201,26.693,33.989,41.286,48.58099999999999,55.87699999999998,63.17299999999998,70.46899999999997,7.295999999999996
162,2,-1.2739,19.1931,0.1358,12.447,13.824,15.2,16.934,19.193,22.279,26.786,34.092,41.397,48.70399999999999,56.00999999999999,63.31599999999999,70.62199999999999,7.305999999999997
163,2,-1.2661,19.2567,0.13601,12.475,13.859,15.243,16.986,19.257,22.357,26.879,34.192,41.506,48.818,56.131,63.443999999999996,70.757,7.312999999999999
164,2,-1.2583,19.3197,0.13622,12.501,13.893,15.285,17.037,19.32,22.433,26.97,34.292,41.614,48.93600000000001,56.25800000000001,63.58000000000001,70.90200000000002,7.322000000000003
165,2,-1.2504,19.382,0.13642,12.528,13.927,15.327,17.088,19.382,22.509,27.06,34.387,41.714,49.041000000000004,56.36800000000001,63.69500000000001,71.022,7.327000000000002
166,2,-1.2425,19.4437,0.13662,12.554,13.961,15.368,17.139,19.444,22.584,27.149,34.481,41.814,49.145,56.477000000000004,63.809000000000005,71.141,7.332000000000001
167,2,-1.2345,19.5045,0.13681,12.579,13.994,15.408,17.188,19.504,22.658,27.235,34.571,41.907,49.242999999999995,56.57899999999999,63.91499999999999,71.25099999999999,7.3359999999999985
168,2,-1.2266,19.5647,0.137,12.604,14.026,15.448,17.238,19.565,22.731,27.321,34.66,41.999,49.33799999999999,56.67699999999998,64.01599999999998,71.35499999999998,7.338999999999995
169,2,-1.2186,19.624,0.13719,12.628,14.058,15.488,17.286,19.624,22.803,27.406,34.747,42.088,49.429,56.77,64.111,71.452,7.341000000000001
170,2,-1.2107,19.6824,0.13738,12.652,14.089,15.526,17.334,19.682,22.874,27.489,34.833,42.176,49.520999999999994,56.864999999999995,64.20899999999999,71.55299999999998,7.343999999999998
171,2,-1.2027,19.74,0.13756,12.675,14.119,15.564,17.38,19.74,22.943,27.57,34.914,42.258,49.602000000000004,56.946000000000005,64.29,71.63400000000001,7.344000000000001
172,2,-1.1947,19.7966,0.13774,12.697,14.149,15.601,17.427,19.797,23.012,27.65,34.994,42.338,49.682,57.026,64.37,71.714,7.344000000000001
173,2,-1.1867,19.8523,0.13791,12.719,14.179,15.638,17.472,19.852,23.079,27.727,35.07,42.412,49.756,57.099000000000004,64.44200000000001,71.785,7.343
174,2,-1.1788,19.907,0.13808,12.74,14.207,15.674,17.516,19.907,23.145,27.804,35.145,42.485,49.82700000000001,57.16800000000002,64.50900000000001,71.85000000000002,7.341000000000005
175,2,-1.1708,19.9607,0.13825,12.761,14.235,15.709,17.56,19.961,23.21,27.879,35.217,42.555,49.892999999999994,57.230999999999995,64.56899999999999,71.90699999999998,7.337999999999997
176,2,-1.1629,20.0133,0.13841,12.781,14.262,15.743,17.603,20.013,23.273,27.951,35.286,42.621,49.956,57.291000000000004,64.626,71.96100000000001,7.335000000000001
177,2,-1.1549,20.0648,0.13858,12.8,14.288,15.776,17.644,20.065,23.336,28.023,35.354,42.685,50.016,57.346999999999994,64.678,72.009,7.3309999999999995
178,2,-1.147,20.1152,0.13873,12.819,14.314,15.809,17.685,20.115,23.396,28.091,35.417,42.743,50.069,57.395,64.721,72.047,7.3260000000000005
179,2,-1.139,20.1644,0.13889,12.836,14.338,15.841,17.725,20.164,23.456,28.159,35.479,42.8,50.119,57.439,64.759,72.07900000000001,7.32
180,2,-1.1311,20.2125,0.13904,12.853,14.362,15.871,17.764,20.212,23.514,28.224,35.538,42.852,50.16599999999999,57.47999999999999,64.79399999999998,72.10799999999998,7.3139999999999965
181,2,-1.1232,20.2595,0.1392,12.869,14.385,15.901,17.802,20.26,23.57,28.289,35.597,42.905,50.213,57.521,64.82900000000001,72.137,7.308
182,2,-1.1153,20.3053,0.13934,12.885,14.408,15.93,17.839,20.305,23.625,28.35,35.65,42.95,50.24999999999999,57.54999999999999,64.85,72.14999999999998,7.299999999999997
183,2,-1.1074,20.3499,0.13949,12.9,14.429,15.958,17.874,20.35,23.679,28.411,35.703,42.995,50.287000000000006,57.57900000000001,64.87100000000001,72.16300000000001,7.292000000000002
184,2,-1.0996,20.3934,0.13963,12.914,14.45,15.985,17.909,20.393,23.731,28.469,35.752,43.036,50.318000000000005,57.601000000000006,64.88400000000001,72.167,7.283000000000001
185,2,-1.0917,20.4357,0.13977,12.927,14.469,16.012,17.943,20.436,23.782,28.525,35.799,43.073,50.347,57.621,64.89500000000001,72.16900000000001,7.274000000000001
186,2,-1.0838,20.4769,0.13991,12.94,14.488,16.037,17.976,20.477,23.832,28.58,35.844,43.108,50.37200000000001,57.63600000000001,64.9,72.16400000000002,7.264000000000003
187,2,-1.076,20.517,0.14005,12.952,14.507,16.062,18.008,20.517,23.88,28.634,35.887,43.141,50.393,57.646,64.899,72.152,7.253
188,2,-1.0681,20.556,0.14018,12.963,14.524,16.085,18.039,20.556,23.927,28.684,35.927,43.169,50.413,57.65599999999999,64.899,72.142,7.2429999999999986
189,2,-1.0603,20.5938,0.14031,12.973,14.541,16.108,18.069,20.594,23.972,28.734,35.964,43.195,50.42399999999999,57.65399999999999,64.88399999999999,72.11399999999998,7.229999999999997
190,2,-1.0525,20.6306,0.14044,12.983,14.557,16.13,18.098,20.631,24.017,28.782,36.0,43.219,50.436,57.653999999999996,64.872,72.09,7.218
191,2,-1.0447,20.6663,0.14057,12.992,14.572,16.151,18.126,20.666,24.06,28.828,36.034,43.241,50.446,57.652,64.858,72.064,7.2059999999999995
192,2,-1.0368,20.7008,0.1407,13.0,14.586,16.172,18.153,20.701,24.101,28.873,36.066,43.259,50.452000000000005,57.64500000000001,64.83800000000001,72.031,7.193000000000001
193,2,-1.029,20.7344,0.14082,13.008,14.6,16.191,18.179,20.734,24.141,28.915,36.094,43.274,50.452000000000005,57.63100000000001,64.81,71.989,7.179000000000002
194,2,-1.0212,20.7668,0.14094,13.015,14.613,16.21,18.205,20.767,24.18,28.956,36.121,43.286,50.45100000000001,57.616000000000014,64.781,71.94600000000003,7.165000000000003
195,2,-1.0134,20.7982,0.14106,13.022,14.625,16.228,18.229,20.798,24.218,28.996,36.146,43.296,50.446000000000005,57.596000000000004,64.74600000000001,71.89600000000002,7.150000000000002
196,2,-1.0055,20.8286,0.14118,13.027,14.636,16.245,18.253,20.829,24.254,29.034,36.169,43.304,50.43899999999999,57.57399999999999,64.70899999999999,71.844,7.134999999999998
197,2,-0.9977,20.858,0.1413,13.032,14.647,16.261,18.275,20.858,24.29,29.07,36.19,43.31,50.42999999999999,57.54999999999999,64.66999999999999,71.78999999999999,7.119999999999997
198,2,-0.9898,20.8863,0.14142,13.036,14.656,16.277,18.297,20.886,24.324,29.105,36.209,43.313,50.41700000000001,57.521000000000015,64.62500000000001,71.72900000000001,7.104000000000003
199,2,-0.9819,20.9137,0.14153,13.04,14.666,16.291,18.318,20.914,24.356,29.138,36.225,43.312,50.399,57.486000000000004,64.57300000000001,71.66,7.087
200,2,-0.974,20.9401,0.14164,13.043,14.674,16.305,18.338,20.94,24.388,29.17,36.239,43.309,50.37699999999999,57.445999999999984,64.51499999999999,71.58399999999997,7.0689999999999955
201,2,-0.9661,20.9656,0.14176,13.045,14.682,16.318,18.357,20.966,24.418,29.201,36.254,43.307,50.35999999999999,57.41299999999999,64.46599999999998,71.51899999999998,7.052999999999997
202,2,-0.9582,20.9901,0.14187,13.047,14.689,16.331,18.376,20.99,24.448,29.23,36.265,43.3,50.335,57.370000000000005,64.405,71.44,7.035
203,2,-0.9503,21.0138,0.14198,13.048,14.695,16.343,18.393,21.014,24.476,29.257,36.275,43.292,50.31099999999999,57.32899999999999,64.34699999999998,71.36499999999998,7.017999999999997
204,2,-0.9423,21.0367,0.14208,13.049,14.701,16.354,18.411,21.037,24.503,29.283,36.281,43.279,50.276999999999994,57.27499999999999,64.273,71.27099999999999,6.9979999999999976
205,2,-0.9344,21.0587,0.14219,13.049,14.707,16.365,18.427,21.059,24.53,29.308,36.288,43.268,50.24799999999999,57.22799999999999,64.20799999999998,71.18799999999999,6.979999999999997
206,2,-0.9264,21.0801,0.1423,13.048,14.711,16.375,18.443,21.08,24.555,29.333,36.293,43.254,50.213,57.173,64.13300000000001,71.093,6.960000000000001
207,2,-0.9184,21.1007,0.1424,13.047,14.716,16.384,18.458,21.101,24.58,29.355,36.296,43.237,50.178,57.119,64.06,71.001,6.940999999999999
208,2,-0.9104,21.1206,0.1425,13.046,14.719,16.393,18.472,21.121,24.603,29.376,36.297,43.218,50.13899999999999,57.05999999999999,63.98099999999998,70.90199999999997,6.920999999999996
209,2,-0.9024,21.1399,0.14261,13.044,14.722,16.401,18.486,21.14,24.626,29.398,36.3,43.202,50.10399999999999,57.005999999999986,63.90799999999999,70.80999999999999,6.9019999999999975
210,2,-0.8944,21.1586,0.14271,13.042,14.725,16.409,18.499,21.159,24.649,29.418,36.299,43.181,50.061,56.942,63.823,70.70400000000001,6.881
211,2,-0.8863,21.1768,0.14281,13.039,14.728,16.417,18.512,21.177,24.67,29.436,36.298,43.159,50.022000000000006,56.88400000000001,63.74600000000001,70.608,6.862000000000002
212,2,-0.8783,21.1944,0.14291,13.036,14.73,16.424,18.525,21.194,24.691,29.455,36.296,43.137,49.978,56.819,63.660000000000004,70.501,6.841000000000001
213,2,-0.8703,21.2116,0.14301,13.032,14.731,16.431,18.537,21.212,24.712,29.472,36.293,43.114,49.934999999999995,56.75599999999999,63.57699999999999,70.398,6.820999999999998
214,2,-0.8623,21.2282,0.14311,13.029,14.733,16.437,18.548,21.228,24.731,29.489,36.29,43.09,49.891999999999996,56.693,63.49399999999999,70.29499999999999,6.800999999999998
215,2,-0.8542,21.2444,0.1432,13.025,14.734,16.443,18.56,21.244,24.75,29.505,36.284,43.062,49.842,56.620999999999995,63.4,70.179,6.779
216,2,-0.8462,21.2603,0.1433,13.02,14.734,16.448,18.571,21.26,24.769,29.52,36.279,43.038,49.79700000000001,56.55600000000001,63.31500000000002,70.07400000000001,6.759000000000004
217,2,-0.8382,21.2757,0.1434,13.016,14.735,16.454,18.581,21.276,24.788,29.536,36.274,43.013,49.75,56.488,63.226,69.964,6.7379999999999995
218,2,-0.8301,21.2908,0.14349,13.011,14.735,16.459,18.592,21.291,24.805,29.55,36.267,42.984,49.70100000000001,56.418000000000006,63.13500000000001,69.852,6.717000000000002
219,2,-0.8221,21.3055,0.14359,13.006,14.735,16.463,18.601,21.306,24.823,29.564,36.261,42.958,49.65500000000001,56.35200000000001,63.049000000000014,69.74600000000001,6.697000000000003
220,2,-0.814,21.32,0.14368,13.0,14.734,16.468,18.611,21.32,24.84,29.577,36.252,42.928,49.602000000000004,56.277,62.952000000000005,69.62700000000001,6.675000000000001
221,2,-0.806,21.3341,0.14377,12.995,14.734,16.473,18.621,21.334,24.856,29.589,36.244,42.899,49.554,56.209,62.864000000000004,69.519,6.655000000000001
222,2,-0.798,21.348,0.14386,12.989,14.733,16.477,18.63,21.348,24.873,29.602,36.235,42.869,49.501,56.134,62.766999999999996,69.39999999999999,6.632999999999999
223,2,-0.7899,21.3617,0.14396,12.983,14.732,16.48,18.639,21.362,24.889,29.614,36.228,42.841,49.456,56.07000000000001,62.684000000000005,69.298,6.614000000000001
224,2,-0.7819,21.3752,0.14405,12.977,14.731,16.484,18.648,21.375,24.905,29.626,36.219,42.812,49.405,55.998000000000005,62.591,69.184,6.593
225,2,-0.7738,21.3884,0.14414,12.971,14.729,16.488,18.657,21.388,24.92,29.637,36.209,42.781,49.35300000000001,55.92500000000001,62.497000000000014,69.06900000000002,6.572000000000003
226,2,-0.7658,21.4014,0.14423,12.964,14.728,16.491,18.665,21.401,24.935,29.649,36.2,42.751,49.30200000000001,55.85300000000001,62.40400000000001,68.95500000000001,6.551000000000002
227,2,-0.7577,21.4143,0.14432,12.958,14.726,16.494,18.673,21.414,24.951,29.659,36.19,42.72,49.251999999999995,55.782999999999994,62.31399999999999,68.845,6.530999999999999
