age_months,sex,14.5,18.5,20,25,30,35,40,45,50,55,60,65,70,78,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4,SD5,SD6,SD7,SD8,SD9,SD10,SD11,SD12,SD13,SD14,SD15,SD16,SD17,SD18,SD19,SD20,SD21,SD22,SD23,SD24,SD25,SD26,SD27,SD28,SD29,SD30,SD31,SD32,SD33,SD34,SD35,SD36,SD37,SD38,SD39,SD40,difference_SD1_SD2
111,2,12.01924154,14.48315591,15.4251071,18.65233214,22.14127386,26.00870987,29.56455799,33.01330562,36.46205325,39.91080088,43.35954852,46.80829615,50.25704378,55.77503999,-1.4753,16.2166,0.11943,11.11,12.163,13.216,14.527,16.217,18.493,21.77,26.998,30.275,33.552,36.829,40.106,43.383,46.66,49.937,53.214,56.491,59.768,63.045,66.322,69.599,72.876,76.153,79.43,82.707,85.984,89.261,92.538,95.815,99.092,102.369,105.646,108.923,112.2,115.477,118.754,122.031,125.308,128.585,131.862,135.139,138.416,141.693,144.97,148.247,3.277
112,2,12.04069545,14.51495525,15.46188992,18.71174216,22.23303196,26.15003151,29.74127089,33.22053841,36.69980594,40.17907346,43.65834098,47.1376085,50.61687603,56.18370406,-1.478,16.258,0.11985,11.128,12.185,13.242,14.559,16.258,18.551,21.857,27.152,30.458,33.764,37.07,40.376,43.682,46.988,50.294,53.6,56.906,60.212,63.518,66.824,70.13,73.436,76.742,80.048,83.354,86.66,89.966,93.272,96.578,99.884,103.19,106.496,109.802,113.108,116.414,119.72,123.026,126.332,129.638,132.944,136.25,139.556,142.862,146.168,149.474,3.306
113,2,12.06314936,14.54775459,15.49967274,18.7702008,22.32471904,26.29054239,29.917767,33.42860682,36.93944664,40.45028647,43.96112629,47.47196611,50.98280594,56.60014965,-1.4803,16.2999,0.12026,11.147,12.208,13.269,14.592,16.3,18.608,21.944,27.305,30.641,33.977,37.313,40.649,43.985,47.321,50.657,53.993,57.329,60.665,64.001,67.337,70.673,74.009,77.345,80.681,84.017,87.353,90.689,94.025,97.361,100.697,104.033,107.369,110.705,114.041,117.377,120.713,124.049,127.385,130.721,134.057,137.393,140.729,144.065,147.401,150.737,3.336
114,2,12.08560327,14.58055393,15.53798698,18.82961082,22.41647714,26.43186403,30.0944799,33.63583961,37.17719933,40.71855904,44.25991875,47.80127847,51.34263818,57.00881372,-1.4823,16.3425,0.12067,11.166,12.231,13.296,14.625,16.343,18.666,22.031,27.459,30.824,34.189,37.554,40.919,44.284,47.649,51.014,54.379,57.744,61.109,64.474,67.839,71.204,74.569,77.934,81.299,84.664,88.029,91.394,94.759,98.124,101.489,104.854,108.219,111.584,114.949,118.314,121.679,125.044,128.409,131.774,135.139,138.504,141.869,145.234,148.599,151.964,3.365
115,2,12.10805718,14.61431983,15.5767698,18.89006946,22.51002219,26.57275337,30.27097601,33.84390802,37.41684003,40.98977205,44.56270406,48.13563608,51.70856809,57.42525931,-1.4838,16.3858,0.12108,11.185,12.254,13.323,14.659,16.386,18.725,22.12,27.612,31.007,34.402,37.797,41.192,44.587,47.982,51.377,54.772,58.167,61.562,64.957,68.352,71.747,75.142,78.537,81.932,85.327,88.722,92.117,95.512,98.907,102.302,105.697,109.092,112.487,115.882,119.277,122.672,126.067,129.462,132.857,136.252,139.647,143.042,146.437,149.832,153.227,3.395
116,2,12.13137456,14.64911917,15.61655262,18.95143086,22.60263826,26.71345347,30.4459057,34.0483052,37.65070469,41.25310419,44.85550368,48.45790318,52.06030267,57.82414186,-1.485,16.4298,0.12148,11.204,12.278,13.352,14.694,16.43,18.785,22.208,27.765,31.188,34.611,38.034,41.457,44.88,48.303,51.726,55.149,58.572,61.995,65.418,68.841,72.264,75.687,79.11,82.533,85.956,89.379,92.802,96.225,99.648,103.071,106.494,109.917,113.34,116.763,120.186,123.609,127.032,130.455,133.878,137.301,140.724,144.147,147.57,150.993,154.416,3.423
117,2,12.15482847,14.68388507,15.65686687,19.01384088,22.69711229,26.85453203,30.62161861,34.25453799,37.88745738,41.52037676,45.15329615,48.78621553,52.41913492,58.23180594,-1.4859,16.4746,0.12188,11.224,12.302,13.38,14.729,16.475,18.846,22.298,27.918,31.37,34.822,38.274,41.726,45.178,48.63,52.082,55.534,58.986,62.438,65.89,69.342,72.794,76.246,79.698,83.15,86.602,90.054,93.506,96.958,100.41,103.862,107.314,110.766,114.218,117.67,121.122,124.574,128.026,131.478,134.93,138.382,141.834,145.286,148.738,152.19,155.642,3.452
118,2,12.17914586,14.71871785,15.69718111,19.07625089,22.79158633,26.99561059,30.79733151,34.46077079,38.12421006,41.78764934,45.45108861,49.11452789,52.77796716,58.63947001,-1.4864,16.52,0.12228,11.244,12.327,13.41,14.764,16.52,18.907,22.388,28.071,31.552,35.033,38.514,41.995,45.476,48.957,52.438,55.919,59.4,62.881,66.362,69.843,73.324,76.805,80.286,83.767,87.248,90.729,94.21,97.691,101.172,104.653,108.134,111.615,115.096,118.577,122.058,125.539,129.02,132.501,135.982,139.463,142.944,146.425,149.906,153.387,156.868,3.481
119,2,12.20359977,14.75545031,15.73896393,19.13966091,22.88713138,27.13849993,30.97504441,34.66900358,38.36296274,42.05692191,45.75088108,49.44484024,53.13879941,59.04913408,-1.4866,16.5663,0.12268,11.265,12.352,13.439,14.801,16.566,18.969,22.479,28.226,31.736,35.246,38.756,42.266,45.776,49.286,52.796,56.306,59.816,63.326,66.836,70.346,73.856,77.366,80.876,84.386,87.896,91.406,94.916,98.426,101.936,105.446,108.956,112.466,115.976,119.486,122.996,126.506,130.016,133.526,137.036,140.546,144.056,147.566,151.076,154.586,158.096,3.51
120,2,12.22878063,14.79224965,15.78127817,19.20402231,22.98246338,27.27895695,31.14897411,34.87240076,38.5958274,42.31925405,46.0426807,49.76610735,53.48953399,59.44701663,-1.4864,16.6133,0.12307,11.285,12.378,13.47,14.838,16.613,19.032,22.57,28.378,31.916,35.454,38.992,42.53,46.068,49.606,53.144,56.682,60.22,63.758,67.296,70.834,74.372,77.91,81.448,84.986,88.524,92.062,95.6,99.138,102.676,106.214,109.752,113.29,116.828,120.366,123.904,127.442,130.98,134.518,138.056,141.594,145.132,148.67,152.208,155.746,159.284,3.538
121,2,12.25423454,14.83001554,15.82459241,19.26943233,23.07972437,27.4206032,31.32468701,35.07863355,38.83258009,42.58652663,46.34047316,50.0944197,53.84836624,59.8546807,-1.4859,16.6612,0.12346,11.307,12.404,13.501,14.876,16.661,19.096,22.663,28.531,32.098,35.665,39.232,42.799,46.366,49.933,53.5,57.067,60.634,64.201,67.768,71.335,74.902,78.469,82.036,85.603,89.17,92.737,96.304,99.871,103.438,107.005,110.572,114.139,117.706,121.273,124.84,128.407,131.974,135.541,139.108,142.675,146.242,149.809,153.376,156.943,160.51,3.567
122,2,12.27955193,14.86781488,15.86843808,19.33574511,23.17598535,27.56124945,31.49783351,35.28019512,39.06255672,42.84491833,46.62727994,50.40964155,54.19200316,60.24378173,-1.4851,16.71,0.12384,11.328,12.43,13.533,14.914,16.71,19.161,22.755,28.683,32.277,35.871,39.465,43.059,46.653,50.247,53.841,57.435,61.029,64.623,68.217,71.811,75.405,78.999,82.593,86.187,89.781,93.375,96.969,100.563,104.157,107.751,111.345,114.939,118.533,122.127,125.721,129.315,132.909,136.503,140.097,143.691,147.285,150.879,154.473,158.067,161.661,3.594
123,2,12.30673279,14.90754734,15.91375232,19.40215513,23.27403329,27.70146338,31.67154641,35.48442791,39.29730941,43.11019091,46.92307241,50.7359539,54.5488354,60.6494458,-1.4839,16.7595,0.12422,11.35,12.458,13.565,14.954,16.76,19.226,22.849,28.834,32.457,36.08,39.703,43.326,46.949,50.572,54.195,57.818,61.441,65.064,68.687,72.31,75.933,79.556,83.179,86.802,90.425,94.048,97.671,101.294,104.917,108.54,112.163,115.786,119.409,123.032,126.655,130.278,133.901,137.524,141.147,144.77,148.393,152.016,155.639,159.262,162.885,3.623
124,2,12.3331867,14.94731324,15.95906657,19.4704679,23.37222326,27.84329886,31.84569291,35.68698948,39.52828605,43.36958261,47.21087918,51.05217575,54.89347232,61.03954683,-1.4825,16.81,0.1246,11.373,12.485,13.598,14.994,16.81,19.293,22.943,28.987,32.637,36.287,39.937,43.587,47.237,50.887,54.537,58.187,61.837,65.487,69.137,72.787,76.437,80.087,83.737,87.387,91.037,94.687,98.337,101.987,105.637,109.287,112.937,116.587,120.237,123.887,127.537,131.187,134.837,138.487,142.137,145.787,149.437,153.087,156.737,160.387,164.037,3.65
125,2,12.36136756,14.98804569,16.00538081,19.5388293,23.47120018,27.98370203,32.01862261,35.88938666,39.76015071,43.63091475,47.5016788,51.37244285,55.2432069,61.43642938,-1.4807,16.8614,0.12497,11.396,12.514,13.631,15.035,16.861,19.36,23.038,29.138,32.816,36.494,40.172,43.85,47.528,51.206,54.884,58.562,62.24,65.918,69.596,73.274,76.952,80.63,84.308,87.986,91.664,95.342,99.02,102.698,106.376,110.054,113.732,117.41,121.088,124.766,128.444,132.122,135.8,139.478,143.156,146.834,150.512,154.19,157.868,161.546,165.224,3.678
126,2,12.38868495,15.02884503,16.0527579,19.60914208,23.5711771,28.12510519,32.1917691,36.09094822,39.99012734,43.88930646,47.78848558,51.6876647,55.58684382,61.82553041,-1.4787,16.9136,0.12534,11.419,12.542,13.666,15.076,16.914,19.429,23.134,29.29,32.995,36.7,40.405,44.11,47.815,51.52,55.225,58.93,62.635,66.34,70.045,73.75,77.455,81.16,84.865,88.57,92.275,95.98,99.685,103.39,107.095,110.8,114.505,118.21,121.915,125.62,129.325,133.03,136.735,140.44,144.145,147.85,151.555,155.26,158.965,162.67,166.375,3.705
127,2,12.41786581,15.07154404,16.10107215,19.67950347,23.67201198,28.26588682,32.3646988,36.2933454,40.221992,44.1506386,48.0792852,52.0079318,55.9365784,62.22241297,-1.4763,16.9667,0.12571,11.443,12.572,13.7,15.119,16.967,19.498,23.231,29.441,33.174,36.907,40.64,44.373,48.106,51.839,55.572,59.305,63.038,66.771,70.504,74.237,77.97,81.703,85.436,89.169,92.902,96.635,100.368,104.101,107.834,111.567,115.3,119.033,122.766,126.499,130.232,133.965,137.698,141.431,145.164,148.897,152.63,156.363,160.096,163.829,167.562,3.733
128,2,12.44704667,15.11430994,16.14991781,19.75081625,23.77277585,28.40585767,32.5358453,36.49290697,40.44996864,44.40703031,48.36409198,52.32115365,56.27821532,62.609514,-1.4737,17.0208,0.12607,11.467,12.602,13.736,15.162,17.021,19.568,23.328,29.591,33.351,37.111,40.871,44.631,48.391,52.151,55.911,59.671,63.431,67.191,70.951,74.711,78.471,82.231,85.991,89.751,93.511,97.271,101.031,104.791,108.551,112.311,116.071,119.831,123.591,127.351,131.111,134.871,138.631,142.391,146.151,149.911,153.671,157.431,161.191,164.951,168.711,3.76
129,2,12.47636406,15.15804239,16.19976348,19.82312903,23.87453972,28.54682852,32.70799179,36.69346853,40.67894527,44.66442202,48.64989876,52.6353755,56.62085224,62.99761503,-1.4708,17.0757,0.12643,11.492,12.632,13.772,15.206,17.076,19.639,23.426,29.742,33.529,37.316,41.103,44.89,48.677,52.464,56.251,60.038,63.825,67.612,71.399,75.186,78.973,82.76,86.547,90.334,94.121,97.908,101.695,105.482,109.269,113.056,116.843,120.63,124.417,128.204,131.991,135.778,139.565,143.352,147.139,150.926,154.713,158.5,162.287,166.074,169.861,3.787
130,2,12.50654492,15.20280829,16.25060915,19.89739318,23.97709055,28.68636707,32.87735508,36.89019449,40.90303389,44.91587329,48.92871269,52.94155209,56.9543915,63.37493454,-1.4677,17.1316,0.12678,11.517,12.663,13.81,15.251,17.132,19.712,23.525,29.891,33.704,37.517,41.33,45.143,48.956,52.769,56.582,60.395,64.208,68.021,71.834,75.647,79.46,83.273,87.086,90.899,94.712,98.525,102.338,106.151,109.964,113.777,117.59,121.403,125.216,129.029,132.842,136.655,140.468,144.281,148.094,151.907,155.72,159.533,163.346,167.159,170.972,3.813
131,2,12.53772579,15.2485073,16.30192339,19.97165734,24.07957035,28.82509484,33.04571838,37.08592044,41.1261225,45.16632456,49.20652663,53.24672869,57.28693075,63.75125405,-1.4642,17.1883,0.12713,11.543,12.695,13.847,15.297,17.188,19.785,23.624,30.039,33.878,37.717,41.556,45.395,49.234,53.073,56.912,60.751,64.59,68.429,72.268,76.107,79.946,83.785,87.624,91.463,95.302,99.141,102.98,106.819,110.658,114.497,118.336,122.175,126.014,129.853,133.692,137.531,141.37,145.209,149.048,152.887,156.726,160.565,164.404,168.243,172.082,3.839
132,2,12.56890665,15.29423976,16.35430048,20.04697011,24.18405016,28.96582261,33.21686487,37.285482,41.35409914,45.42271627,49.4913334,53.55995054,57.62856767,64.13835508,-1.4606,17.2459,0.12748,11.569,12.727,13.885,15.343,17.246,19.859,23.725,30.189,34.055,37.921,41.787,45.653,49.519,53.385,57.251,61.117,64.983,68.849,72.715,76.581,80.447,84.313,88.179,92.045,95.911,99.777,103.643,107.509,111.375,115.241,119.107,122.973,126.839,130.705,134.571,138.437,142.303,146.169,150.035,153.901,157.767,161.633,165.499,169.365,173.231,3.866
133,2,12.60095099,15.34100565,16.40714615,20.12223427,24.28738793,29.10392884,33.38422816,37.48020796,41.57618775,45.67216754,49.76814734,53.86412713,57.96010692,64.51367459,-1.4567,17.3044,0.12782,11.595,12.76,13.925,15.39,17.304,19.933,23.825,30.336,34.228,38.12,42.012,45.904,49.796,53.688,57.58,61.472,65.364,69.256,73.148,77.04,80.932,84.824,88.716,92.608,96.5,100.392,104.284,108.176,112.068,115.96,119.852,123.744,127.636,131.528,135.42,139.312,143.204,147.096,150.988,154.88,158.772,162.664,166.556,170.448,174.34,3.892
134,2,12.63313186,15.38870466,16.46152324,20.19949842,24.39265468,29.24322429,33.55259145,37.67593391,41.79927636,45.92261882,50.04596127,54.16930373,58.29264618,64.88999411,-1.4526,17.3637,0.12816,11.622,12.793,13.964,15.438,17.364,20.009,23.927,30.484,34.402,38.32,42.238,46.156,50.074,53.992,57.91,61.828,65.746,69.664,73.582,77.5,81.418,85.336,89.254,93.172,97.09,101.008,104.926,108.844,112.762,116.68,120.598,124.516,128.434,132.352,136.27,140.188,144.106,148.024,151.942,155.86,159.778,163.696,167.614,171.532,175.45,3.918
135,2,12.66631272,15.43740367,16.51636891,20.27771395,24.49777941,29.38089821,33.71817154,37.86782425,42.01747695,46.16712966,50.31678236,54.46643507,58.61608777,65.2555321,-1.4482,17.4238,0.12849,11.65,12.827,14.004,15.487,17.424,20.086,24.029,30.63,34.573,38.516,42.459,46.402,50.345,54.288,58.231,62.174,66.117,70.06,74.003,77.946,81.889,85.832,89.775,93.718,97.661,101.604,105.547,109.49,113.433,117.376,121.319,125.262,129.205,133.148,137.091,141.034,144.977,148.92,152.863,156.806,160.749,164.692,168.635,172.578,176.521,3.943
136,2,12.69935706,15.48613613,16.571746,20.35592949,24.60290413,29.51857213,33.88375163,38.05971459,42.23567754,46.4116405,50.58760345,54.76356641,58.93952936,65.62107009,-1.4436,17.4847,0.12882,11.677,12.861,14.045,15.536,17.485,20.163,24.131,30.776,34.744,38.712,42.68,46.648,50.616,54.584,58.552,62.52,66.488,70.456,74.424,78.392,82.36,86.328,90.296,94.264,98.232,102.2,106.168,110.136,114.104,118.072,122.04,126.008,129.976,133.944,137.912,141.88,145.848,149.816,153.784,157.752,161.72,165.688,169.656,173.624,177.592,3.968
137,2,12.73353792,15.53586858,16.62759167,20.43514502,24.7088158,29.65481373,34.04733172,38.24960493,42.45187813,46.65415134,50.85642454,55.05869775,59.26097095,65.98460808,-1.4389,17.5464,0.12914,11.706,12.896,14.087,15.586,17.546,20.241,24.234,30.92,34.913,38.906,42.899,46.892,50.885,54.878,58.871,62.864,66.857,70.85,74.843,78.836,82.829,86.822,90.815,94.808,98.801,102.794,106.787,110.78,114.773,118.766,122.759,126.752,130.745,134.738,138.731,142.724,146.717,150.71,154.703,158.696,162.689,166.682,170.675,174.668,178.661,3.993
138,2,12.76758226,15.58656759,16.68496876,20.51536056,24.81565646,29.79124456,34.21091181,38.43949526,42.66807872,46.89666218,51.12524563,55.35382909,59.58241254,66.34814607,-1.4339,17.6088,0.12946,11.734,12.931,14.129,15.637,17.609,20.32,24.338,31.064,35.082,39.1,43.118,47.136,51.154,55.172,59.19,63.208,67.226,71.244,75.262,79.28,83.298,87.316,91.334,95.352,99.37,103.388,107.406,111.424,115.442,119.46,123.478,127.496,131.514,135.532,139.55,143.568,147.586,151.604,155.622,159.64,163.658,167.676,171.694,175.712,179.73,4.018
139,2,12.8026266,15.6372666,16.74234585,20.59652747,24.92256813,29.92848617,34.37470869,38.62854999,42.88239129,47.13623258,51.39007388,55.64391518,59.89775647,66.70390255,-1.4288,17.6719,0.12978,11.763,12.967,14.171,15.688,17.672,20.4,24.442,31.209,35.251,39.293,43.335,47.377,51.419,55.461,59.503,63.545,67.587,71.629,75.671,79.713,83.755,87.797,91.839,95.881,99.923,103.965,108.007,112.049,116.091,120.133,124.175,128.217,132.259,136.301,140.343,144.385,148.427,152.469,156.511,160.553,164.595,168.637,172.679,176.721,180.763,4.042
140,2,12.83767095,15.68896561,16.80072295,20.67769438,25.02926676,30.06329546,34.53550558,38.81460471,43.09370385,47.37280299,51.65190213,55.93100126,60.2101004,67.05665902,-1.4235,17.7357,0.13009,11.792,13.003,14.214,15.74,17.736,20.48,24.546,31.351,35.417,39.483,43.549,47.615,51.681,55.747,59.813,63.879,67.945,72.011,76.077,80.143,84.209,88.275,92.341,96.407,100.473,104.539,108.605,112.671,116.737,120.803,124.869,128.935,133.001,137.067,141.133,145.199,149.265,153.331,157.397,161.463,165.529,169.595,173.661,177.727,181.793,4.066
141,2,12.87371529,15.74166463,16.85956861,20.75986129,25.13689436,30.19829398,34.69630246,39.00065944,43.30501642,47.6093734,51.91373037,56.21808735,60.52244433,67.40941549,-1.418,17.8001,0.1304,11.822,13.04,14.258,15.793,17.8,20.561,24.651,31.493,35.583,39.673,43.763,47.853,51.943,56.033,60.123,64.213,68.303,72.393,76.483,80.573,84.663,88.753,92.843,96.933,101.023,105.113,109.203,113.293,117.383,121.473,125.563,129.653,133.743,137.833,141.923,146.013,150.103,154.193,158.283,162.373,166.463,170.553,174.643,178.733,182.823,4.09
142,2,12.90975963,15.79436364,16.9189457,20.8420282,25.24437994,30.33167096,34.85509935,39.18471417,43.51432898,47.8439438,52.17355862,56.50317344,60.83278826,67.76017196,-1.4123,17.8651,0.1307,11.852,13.077,14.302,15.846,17.865,20.642,24.756,31.633,35.747,39.861,43.975,48.089,52.203,56.317,60.431,64.545,68.659,72.773,76.887,81.001,85.115,89.229,93.343,97.457,101.571,105.685,109.799,113.913,118.027,122.141,126.255,130.369,134.483,138.597,142.711,146.825,150.939,155.053,159.167,163.281,167.395,171.509,175.623,179.737,183.851,4.114
143,2,12.94580397,15.84706265,16.97885422,20.9251465,25.35165246,30.46261562,35.01011303,39.36393328,43.71775353,48.07157377,52.42539402,56.77921427,61.13303452,68.09914692,-1.4065,17.9306,0.13099,11.882,13.114,14.346,15.899,17.931,20.724,24.861,31.77,35.907,40.044,44.181,48.318,52.455,56.592,60.729,64.866,69.003,73.14,77.277,81.414,85.551,89.688,93.825,97.962,102.099,106.236,110.373,114.51,118.647,122.784,126.921,131.058,135.195,139.332,143.469,147.606,151.743,155.88,160.017,164.154,168.291,172.428,176.565,180.702,184.839,4.137
144,2,12.98184831,15.90076166,17.03923131,21.00831341,25.46006702,30.59618183,35.16890991,39.547988,43.92706609,48.30614418,52.68522227,57.06430036,61.44337845,68.44990339,-1.4006,17.9966,0.13129,11.912,13.151,14.391,15.953,17.997,20.806,24.967,31.91,36.071,40.232,44.393,48.554,52.715,56.876,61.037,65.198,69.359,73.52,77.681,81.842,86.003,90.164,94.325,98.486,102.647,106.808,110.969,115.13,119.291,123.452,127.613,131.774,135.935,140.096,144.257,148.418,152.579,156.74,160.901,165.062,169.223,173.384,177.545,181.706,185.867,4.161
145,2,13.01875613,15.95542723,17.10007698,21.09238308,25.56733955,30.7271265,35.32314039,39.7253715,44.12760261,48.52983372,52.93206483,57.33429594,61.73652705,68.78009682,-1.3945,18.063,0.13158,11.942,13.189,14.436,16.008,18.063,20.889,25.072,32.047,36.23,40.413,44.596,48.779,52.962,57.145,61.328,65.511,69.694,73.877,78.06,82.243,86.426,90.609,94.792,98.975,103.158,107.341,111.524,115.707,119.89,124.073,128.256,132.439,136.622,140.805,144.988,149.171,153.354,157.537,161.72,165.903,170.086,174.269,178.452,182.635,186.818,4.183
146,2,13.05580047,16.00912624,17.1609855,21.17645275,25.67447004,30.85644962,35.47537087,39.900755,44.32613913,48.75152326,53.17690739,57.60229152,62.02767565,69.10829025,-1.3883,18.1297,0.13186,11.973,13.227,14.481,16.062,18.13,20.972,25.177,32.182,36.387,40.592,44.797,49.002,53.207,57.412,61.617,65.822,70.027,74.232,78.437,82.642,86.847,91.052,95.257,99.462,103.667,107.872,112.077,116.282,120.487,124.692,128.897,133.102,137.307,141.512,145.717,149.922,154.127,158.332,162.537,166.742,170.947,175.152,179.357,183.562,187.767,4.205
147,2,13.09270828,16.0637918,17.22236259,21.26052242,25.78152952,30.98496198,35.62660135,40.0751385,44.52367565,48.9722128,53.42074995,57.8692871,62.31782425,69.43548369,-1.3819,18.1967,0.13214,12.003,13.265,14.526,16.117,18.197,21.055,25.282,32.316,36.543,40.77,44.997,49.224,53.451,57.678,61.905,66.132,70.359,74.586,78.813,83.04,87.267,91.494,95.721,99.948,104.175,108.402,112.629,116.856,121.083,125.31,129.537,133.764,137.991,142.218,146.445,150.672,154.899,159.126,163.353,167.58,171.807,176.034,180.261,184.488,188.715,4.227
148,2,13.12975263,16.11849081,17.28373968,21.34459209,25.88844696,31.11185279,35.77583182,40.247522,44.71921217,49.19090234,53.66259251,58.13428268,62.60597285,69.76067712,-1.3755,18.2639,0.13241,12.034,13.303,14.572,16.172,18.264,21.138,25.387,32.448,36.697,40.946,45.195,49.444,53.693,57.942,62.191,66.44,70.689,74.938,79.187,83.436,87.685,91.934,96.183,100.432,104.681,108.93,113.179,117.428,121.677,125.926,130.175,134.424,138.673,142.922,147.171,151.42,155.669,159.918,164.167,168.416,172.665,176.914,181.163,185.412,189.661,4.249
149,2,13.16679697,16.17318983,17.34511677,21.42956451,25.9943644,31.2377436,35.9224959,40.41523427,44.90797264,49.40071101,53.89344938,58.38618775,62.87892612,70.06730751,-1.3689,18.3312,0.13268,12.065,13.341,14.618,16.227,18.331,21.222,25.491,32.579,36.848,41.117,45.386,49.655,53.924,58.193,62.462,66.731,71,75.269,79.538,83.807,88.076,92.345,96.614,100.883,105.152,109.421,113.69,117.959,122.228,126.497,130.766,135.035,139.304,143.573,147.842,152.111,156.38,160.649,164.918,169.187,173.456,177.725,181.994,186.263,190.532,4.269
150,2,13.20370478,16.22785539,17.40702529,21.51363418,26.1010688,31.3622021,36.06872637,40.58461776,45.10050916,49.61640055,54.13229194,58.64818333,63.16407472,70.38950095,-1.3621,18.3986,0.13295,12.095,13.379,14.663,16.282,18.399,21.305,25.596,32.708,36.999,41.29,45.581,49.872,54.163,58.454,62.745,67.036,71.327,75.618,79.909,84.2,88.491,92.782,97.073,101.364,105.655,109.946,114.237,118.528,122.819,127.11,131.401,135.692,139.983,144.274,148.565,152.856,157.147,161.438,165.729,170.02,174.311,178.602,182.893,187.184,191.475,4.291
151,2,13.2416126,16.28352096,17.46887096,21.59760661,26.20577319,31.4846606,36.21139044,40.74833004,45.28526963,49.82220922,54.35914881,58.8960884,63.43302799,70.69213134,-1.3553,18.466,0.13321,12.126,13.418,14.709,16.338,18.466,21.388,25.699,32.835,37.146,41.457,45.768,50.079,54.39,58.701,63.012,67.323,71.634,75.945,80.256,84.567,88.878,93.189,97.5,101.811,106.122,110.433,114.744,119.055,123.366,127.677,131.988,136.299,140.61,144.921,149.232,153.543,157.854,162.165,166.476,170.787,175.098,179.409,183.72,188.031,192.342,4.311
152,2,13.27852042,16.33821997,17.53024805,21.68157904,26.31033555,31.60549756,36.35205451,40.91004231,45.4680301,50.02601789,54.58400568,59.14199348,63.69998127,70.99276173,-1.3483,18.5333,0.13347,12.156,13.456,14.755,16.393,18.533,21.471,25.802,32.96,37.291,41.622,45.953,50.284,54.615,58.946,63.277,67.608,71.939,76.27,80.601,84.932,89.263,93.594,97.925,102.256,106.587,110.918,115.249,119.58,123.911,128.242,132.573,136.904,141.235,145.566,149.897,154.228,158.559,162.89,167.221,171.552,175.883,180.214,184.545,188.876,193.207,4.331
153,2,13.31556476,16.39288554,17.59215656,21.76555146,26.41475588,31.72471298,36.49071859,41.06975458,45.64879057,50.22782656,54.80686256,59.38589855,63.96493454,71.29139213,-1.3413,18.6006,0.13372,12.187,13.494,14.8,16.448,18.601,21.554,25.905,33.083,37.434,41.785,46.136,50.487,54.838,59.189,63.54,67.891,72.242,76.593,80.944,85.295,89.646,93.997,98.348,102.699,107.05,111.401,115.752,120.103,124.454,128.805,133.156,137.507,141.858,146.209,150.56,154.911,159.262,163.613,167.964,172.315,176.666,181.017,185.368,189.719,194.07,4.351
154,2,13.3516091,16.44758455,17.65353366,21.84947527,26.51810519,31.84211762,36.62659945,41.22563124,45.82466302,50.4236948,55.02272658,59.62175837,64.22079015,71.579241,-1.3341,18.6677,0.13397,12.217,13.531,14.846,16.503,18.668,21.637,26.007,33.204,37.574,41.944,46.314,50.684,55.054,59.424,63.794,68.164,72.534,76.904,81.274,85.644,90.014,94.384,98.754,103.124,107.494,111.864,116.234,120.604,124.974,129.344,133.714,138.084,142.454,146.824,151.194,155.564,159.934,164.304,168.674,173.044,177.414,181.784,186.154,190.524,194.894,4.37
155,2,13.38851692,16.50225012,17.71491075,21.93235045,26.61938349,31.9567115,36.75869712,41.37667228,45.99464744,50.61262261,55.23059777,59.84857293,64.4665481,71.85530836,-1.3269,18.7346,0.13421,12.247,13.569,14.891,16.558,18.735,21.719,26.107,33.322,37.71,42.098,46.486,50.874,55.262,59.65,64.038,68.426,72.814,77.202,81.59,85.978,90.366,94.754,99.142,103.53,107.918,112.306,116.694,121.082,125.47,129.858,134.246,138.634,143.022,147.41,151.798,156.186,160.574,164.962,169.35,173.738,178.126,182.514,186.902,191.29,195.678,4.388
156,2,13.42442474,16.55594913,17.77528784,22.01427426,26.72059077,32.0704946,36.89057798,41.52854894,46.16651989,50.80449084,55.4424618,60.08043275,64.7184037,72.13915723,-1.3195,18.8012,0.13445,12.276,13.606,14.936,16.612,18.801,21.8,26.207,33.439,37.846,42.253,46.66,51.067,55.474,59.881,64.288,68.695,73.102,77.509,81.916,86.323,90.73,95.137,99.544,103.951,108.358,112.765,117.172,121.579,125.986,130.393,134.8,139.207,143.614,148.021,152.428,156.835,161.242,165.649,170.056,174.463,178.87,183.277,187.684,192.091,196.498,4.407
157,2,13.46033256,16.6106147,17.83666493,22.09714944,26.82165601,32.18265616,37.01967565,41.67658998,46.33350431,50.99041865,55.64733298,60.30424732,64.96116165,72.41222458,-1.3121,18.8675,0.13469,12.305,13.643,14.981,16.667,18.868,21.882,26.307,33.554,37.979,42.404,46.829,51.254,55.679,60.104,64.529,68.954,73.379,77.804,82.229,86.654,91.079,95.504,99.929,104.354,108.779,113.204,117.629,122.054,126.479,130.904,135.329,139.754,144.179,148.604,153.029,157.454,161.879,166.304,170.729,175.154,179.579,184.004,188.429,192.854,197.279,4.425
