age_months,sex,14.5,18.5,20,25,30,35,40,45,50,55,60,65,70,78,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4,SD5,SD6,SD7,SD8,SD9,SD10,SD11,SD12,SD13,SD14,SD15,SD16,SD17,SD18,SD19,SD20,SD21,SD22,SD23,SD24,SD25,SD26,SD27,SD28,SD29,SD30,SD31,SD32,SD33,SD34,SD35,SD36,SD37,SD38,SD39,SD40,difference_SD1_SD2
141,1,12.51606533,15.16242799,16.18715734,19.81397507,24.05061157,29.05465099,33.23250693,37.33222992,41.43195291,45.5316759,49.63139889,53.73112188,57.83084488,64.39040166,-1.7828,17.3752,0.11415,12.253,13.3,14.347,15.66,17.375,19.741,23.293,29.487,33.039,36.591,40.143,43.695,47.247,50.799,54.351,57.903,61.455,65.007,68.559,72.111,75.663,79.215,82.767,86.319,89.871,93.423,96.975,100.527,104.079,107.631,111.183,114.735,118.287,121.839,125.391,128.943,132.495,136.047,139.599,143.151,146.703,150.255,153.807,157.359,160.911,3.552
142,1,12.54232161,15.20177528,16.23223114,19.88157087,24.15419502,29.20832332,33.4210868,37.55428163,41.68747645,45.82067128,49.95386611,54.08706094,58.22025577,64.8333675,-1.7806,17.4272,0.11451,12.278,13.33,14.382,15.702,17.427,19.808,23.389,29.645,33.226,36.807,40.388,43.969,47.55,51.131,54.712,58.293,61.874,65.455,69.036,72.617,76.198,79.779,83.36,86.941,90.522,94.103,97.684,101.265,104.846,108.427,112.008,115.589,119.17,122.751,126.332,129.913,133.494,137.075,140.656,144.237,147.818,151.399,154.98,158.561,162.142,3.581
143,1,12.56857789,15.24174362,16.27830495,19.95112558,24.25765616,29.36106544,33.60655771,37.77091597,41.93527424,46.0996325,50.26399077,54.42834903,58.59270729,65.25568052,-1.778,17.4799,0.11487,12.303,13.36,14.417,15.745,17.48,19.877,23.485,29.802,33.41,37.018,40.626,44.234,47.842,51.45,55.058,58.666,62.274,65.882,69.49,73.098,76.706,80.314,83.922,87.53,91.138,94.746,98.354,101.962,105.57,109.178,112.786,116.394,120.002,123.61,127.218,130.826,134.434,138.042,141.65,145.258,148.866,152.474,156.082,159.69,163.298,3.608
144,1,12.59508543,15.28209091,16.32437875,20.02068029,24.36087268,29.51194716,33.79002862,37.98555032,42.18107202,46.37659372,50.57211542,54.76763712,58.96315882,65.67599354,-1.7751,17.5334,0.11522,12.328,13.391,14.453,15.788,17.533,19.946,23.581,29.957,33.592,37.227,40.862,44.497,48.132,51.767,55.402,59.037,62.672,66.307,69.942,73.577,77.212,80.847,84.482,88.117,91.752,95.387,99.022,102.657,106.292,109.927,113.562,117.197,120.832,124.467,128.102,131.737,135.372,139.007,142.642,146.277,149.912,153.547,157.182,160.817,164.452,3.635
145,1,12.62309045,15.32405924,16.37245255,20.090235,24.46384456,29.66096849,33.97149954,38.19818467,42.42486981,46.65155494,50.87824007,55.10492521,59.33161034,66.09430656,-1.7719,17.5877,0.11556,12.355,13.422,14.49,15.833,17.588,20.015,23.677,30.11,33.772,37.434,41.096,44.758,48.42,52.082,55.744,59.406,63.068,66.73,70.392,74.054,77.716,81.378,85.04,88.702,92.364,96.026,99.688,103.35,107.012,110.674,114.336,117.998,121.66,125.322,128.984,132.646,136.308,139.97,143.632,147.294,150.956,154.618,158.28,161.942,165.604,3.662
146,1,12.65059799,15.3657855,16.41983374,20.16176916,24.56757182,29.80912942,34.15091597,38.40761034,42.66430471,46.92099908,51.17769344,55.43438781,59.69108218,66.50179317,-1.7684,17.6427,0.1159,12.381,13.454,14.528,15.877,17.643,20.086,23.774,30.262,33.95,37.638,41.326,45.014,48.702,52.39,56.078,59.766,63.454,67.142,70.83,74.518,78.206,81.894,85.582,89.27,92.958,96.646,100.334,104.022,107.71,111.398,115.086,118.774,122.462,126.15,129.838,133.526,137.214,140.902,144.59,148.278,151.966,155.654,159.342,163.03,166.718,3.688
147,1,12.67910553,15.40875383,16.46860016,20.23330332,24.67105445,29.95542996,34.32833241,38.61503601,42.90173961,47.18844321,51.47514681,55.76185042,60.04855402,66.90727978,-1.7645,17.6985,0.11623,12.408,13.487,14.566,15.923,17.698,20.157,23.871,30.412,34.126,37.84,41.554,45.268,48.982,52.696,56.41,60.124,63.838,67.552,71.266,74.98,78.694,82.408,86.122,89.836,93.55,97.264,100.978,104.692,108.406,112.12,115.834,119.548,123.262,126.976,130.69,134.404,138.118,141.832,145.546,149.26,152.974,156.688,160.402,164.116,167.83,3.714
148,1,12.70836181,15.45210112,16.51798135,20.30583749,24.77529245,30.10087009,34.50474885,38.82146168,43.13817452,47.45488735,51.77160018,56.08831302,60.40502585,67.31176639,-1.7604,17.7551,0.11656,12.436,13.52,14.605,15.969,17.755,20.229,23.969,30.561,34.301,38.041,41.781,45.521,49.261,53.001,56.741,60.481,64.221,67.961,71.701,75.441,79.181,82.921,86.661,90.401,94.141,97.881,101.621,105.361,109.101,112.841,116.581,120.321,124.061,127.801,131.541,135.281,139.021,142.761,146.501,150.241,153.981,157.721,161.461,165.201,168.941,3.74
149,1,12.73786935,15.49606946,16.56805515,20.37935111,24.87928583,30.24444983,34.6781108,39.02367867,43.36924654,47.7148144,52.06038227,56.40595014,60.75151801,67.70442659,-1.7559,17.8124,0.11688,12.464,13.554,14.644,16.016,17.812,20.302,24.067,30.708,34.473,38.238,42.003,45.768,49.533,53.298,57.063,60.828,64.593,68.358,72.123,75.888,79.653,83.418,87.183,90.948,94.713,98.478,102.243,106.008,109.773,113.538,117.303,121.068,124.833,128.598,132.363,136.128,139.893,143.658,147.423,151.188,154.953,158.718,162.483,166.248,170.013,3.765
150,1,12.76737688,15.54041675,16.61843633,20.45286473,24.98315689,30.38709937,34.85047276,39.22489566,43.59931856,47.97374146,52.34816436,56.72258726,61.09701016,68.0960868,-1.7511,17.8704,0.1172,12.492,13.588,14.684,16.063,17.87,20.375,24.165,30.854,34.644,38.434,42.224,46.014,49.804,53.594,57.384,61.174,64.964,68.754,72.544,76.334,80.124,83.914,87.704,91.494,95.284,99.074,102.864,106.654,110.444,114.234,118.024,121.814,125.604,129.394,133.184,136.974,140.764,144.554,148.344,152.134,155.924,159.714,163.504,167.294,171.084,3.79
151,1,12.79688442,15.58600613,16.67051014,20.5273578,25.08678333,30.52788851,35.01978024,39.42190397,43.8240277,48.22615143,52.62827516,57.03039889,61.43252262,68.47592059,-1.7461,17.9292,0.11751,12.52,13.622,14.724,16.112,17.929,20.449,24.263,30.998,34.812,38.626,42.44,46.254,50.068,53.882,57.696,61.51,65.324,69.138,72.952,76.766,80.58,84.394,88.208,92.022,95.836,99.65,103.464,107.278,111.092,114.906,118.72,122.534,126.348,130.162,133.976,137.79,141.604,145.418,149.232,153.046,156.86,160.674,164.488,168.302,172.116,3.814
152,1,12.82839196,15.63235342,16.72289132,20.60285088,25.19079819,30.66502666,35.18508772,39.61491228,44.04473684,48.4745614,52.90438596,57.33421053,61.76403509,68.85175439,-1.7408,17.9887,0.11781,12.55,13.658,14.766,16.161,17.989,20.524,24.362,31.138,34.976,38.814,42.652,46.49,50.328,54.166,58.004,61.842,65.68,69.518,73.356,77.194,81.032,84.87,88.708,92.546,96.384,100.222,104.06,107.898,111.736,115.574,119.412,123.25,127.088,130.926,134.764,138.602,142.44,146.278,150.116,153.954,157.792,161.63,165.468,169.306,173.144,3.838
153,1,12.8588995,15.67832176,16.77527251,20.67832341,25.29393537,30.80209501,35.34934072,39.80571191,44.2620831,48.71845429,53.17482548,57.63119668,62.08756787,69.21776177,-1.7352,18.0488,0.11811,12.579,13.693,14.807,16.21,18.049,20.599,24.46,31.278,35.139,39,42.861,46.722,50.583,54.444,58.305,62.166,66.027,69.888,73.749,77.61,81.471,85.332,89.193,93.054,96.915,100.776,104.637,108.498,112.359,116.22,120.081,123.942,127.803,131.664,135.525,139.386,143.247,147.108,150.969,154.83,158.691,162.552,166.413,170.274,174.135,3.861
154,1,12.89040704,15.72529009,16.82865369,20.75479594,25.39782792,30.93830296,35.51259372,39.99551154,44.47842936,48.96134718,53.444265,57.92718283,62.41010065,69.58276916,-1.7293,18.1096,0.11841,12.609,13.729,14.849,16.26,18.11,20.675,24.559,31.417,35.301,39.185,43.069,46.953,50.837,54.721,58.605,62.489,66.373,70.257,74.141,78.025,81.909,85.793,89.677,93.561,97.445,101.329,105.213,109.097,112.981,116.865,120.749,124.633,128.517,132.401,136.285,140.169,144.053,147.937,151.821,155.705,159.589,163.473,167.357,171.241,175.125,3.884
155,1,12.92216583,15.77325843,16.88272749,20.83126847,25.5011089,31.06985991,35.67084672,40.18031117,44.68977562,49.19924007,53.70870452,58.21816898,62.72763343,69.94277655,-1.7232,18.171,0.11869,12.639,13.766,14.892,16.311,18.171,20.751,24.658,31.551,35.458,39.365,43.272,47.179,51.086,54.993,58.9,62.807,66.714,70.621,74.528,78.435,82.342,86.249,90.156,94.063,97.97,101.877,105.784,109.691,113.598,117.505,121.412,125.319,129.226,133.133,137.04,140.947,144.854,148.761,152.668,156.575,160.482,164.389,168.296,172.203,176.11,3.907
156,1,12.95367337,15.82122676,16.93710868,20.90969991,25.6045122,31.20234707,35.82799077,40.36169344,44.89539612,49.4290988,53.96280148,58.49650416,63.03020683,70.28413112,-1.7168,18.233,0.11898,12.669,13.802,14.935,16.362,18.233,20.829,24.757,31.686,35.614,39.542,43.47,47.398,51.326,55.254,59.182,63.11,67.038,70.966,74.894,78.822,82.75,86.678,90.606,94.534,98.462,102.39,106.318,110.246,114.174,118.102,122.03,125.958,129.886,133.814,137.742,141.67,145.598,149.526,153.454,157.382,161.31,165.238,169.166,173.094,177.022,3.928
157,1,12.9861809,15.8701951,16.99248986,20.98715189,25.70730393,31.33018323,35.98118929,40.5402844,45.0993795,49.65847461,54.21756971,58.77666482,63.33575993,70.6303121,-1.7102,18.2955,0.11925,12.7,13.839,14.979,16.414,18.296,20.906,24.856,31.816,35.766,39.716,43.666,47.616,51.566,55.516,59.466,63.416,67.366,71.316,75.266,79.216,83.166,87.116,91.066,95.016,98.966,102.916,106.866,110.816,114.766,118.716,122.666,126.616,130.566,134.516,138.466,142.416,146.366,150.316,154.266,158.216,162.166,166.116,170.066,174.016,177.966,3.95
158,1,13.0189397,15.91916343,17.04787105,21.06556279,25.80909565,31.45701939,36.13127886,40.71345799,45.29563712,49.87781625,54.45999538,59.04217452,63.62435365,70.95584026,-1.7033,18.3586,0.11952,12.731,13.877,15.023,16.466,18.359,20.984,24.954,31.945,35.915,39.885,43.855,47.825,51.795,55.765,59.735,63.705,67.675,71.645,75.615,79.585,83.555,87.525,91.495,95.465,99.435,103.405,107.375,111.345,115.315,119.285,123.255,127.225,131.195,135.165,139.135,143.105,147.075,151.045,155.015,158.985,162.955,166.925,170.895,174.865,178.835,3.97
159,1,13.05169849,15.96875281,17.10394485,21.14399423,25.91164275,31.58299515,36.2814229,40.88784026,45.49425762,50.10067498,54.70709234,59.3135097,63.91992705,71.29019483,-1.6962,18.4221,0.11979,12.762,13.915,15.067,16.519,18.422,21.062,25.053,32.073,36.064,40.055,44.046,48.037,52.028,56.019,60.01,64.001,67.992,71.983,75.974,79.965,83.956,87.947,91.938,95.929,99.92,103.911,107.902,111.893,115.884,119.875,123.866,127.857,131.848,135.839,139.83,143.821,147.812,151.803,155.794,159.785,163.776,167.767,171.758,175.749,179.74,3.991
160,1,13.08520603,16.01872114,17.16032603,21.22242567,26.0137006,31.70525012,36.42756694,41.05822253,45.68887812,50.3195337,54.95018929,59.58084488,64.21150046,71.6205494,-1.6888,18.486,0.12005,12.794,13.953,15.112,16.572,18.486,21.14,25.152,32.197,36.209,40.221,44.233,48.245,52.257,56.269,60.281,64.293,68.305,72.317,76.329,80.341,84.353,88.365,92.377,96.389,100.401,104.413,108.425,112.437,116.449,120.461,124.473,128.485,132.497,136.509,140.521,144.533,148.545,152.557,156.569,160.581,164.593,168.605,172.617,176.629,180.641,4.012
161,1,13.11796482,16.06868948,17.21670722,21.30179548,26.11351381,31.82364469,36.56654755,41.21797876,45.86940997,50.52084118,55.17227239,59.8237036,64.47513481,71.91742475,-1.6811,18.5502,0.1203,12.825,13.991,15.157,16.625,18.55,21.219,25.249,32.317,36.347,40.377,44.407,48.437,52.467,56.497,60.527,64.557,68.587,72.617,76.647,80.677,84.707,88.737,92.767,96.797,100.827,104.857,108.887,112.917,116.947,120.977,125.007,129.037,133.067,137.097,141.127,145.157,149.187,153.217,157.247,161.277,165.307,169.337,173.367,177.397,181.427,4.03
162,1,13.15147236,16.11927886,17.2740884,21.38118583,26.2140824,31.94117887,36.70558264,41.37894367,46.05230471,50.72566574,55.39902678,60.07238781,64.74574885,72.2231265,-1.6732,18.6148,0.12055,12.857,14.029,15.202,16.679,18.615,21.298,25.347,32.436,36.485,40.534,44.583,48.632,52.681,56.73,60.779,64.828,68.877,72.926,76.975,81.024,85.073,89.122,93.171,97.22,101.269,105.318,109.367,113.416,117.465,121.514,125.563,129.612,133.661,137.71,141.759,145.808,149.857,153.906,157.955,162.004,166.053,170.102,174.151,178.2,182.249,4.049
163,1,13.18523116,16.16986823,17.33146959,21.45957618,26.31328405,32.05492244,36.84061773,41.53590859,46.23119945,50.9264903,55.62178116,60.31707202,65.01236288,72.52482825,-1.6651,18.6795,0.12079,12.889,14.068,15.247,16.733,18.68,21.376,25.444,32.551,36.619,40.687,44.755,48.823,52.891,56.959,61.027,65.095,69.163,73.231,77.299,81.367,85.435,89.503,93.571,97.639,101.707,105.775,109.843,113.911,117.979,122.047,126.115,130.183,134.251,138.319,142.387,146.455,150.523,154.591,158.659,162.727,166.795,170.863,174.931,178.999,183.067,4.068
164,1,13.21898995,16.22083657,17.38854339,21.53892544,26.41124107,32.16580562,36.97054386,41.68545614,46.40036842,51.1152807,55.83019298,60.54510526,65.26001754,72.80387719,-1.6568,18.7445,0.12102,12.921,14.107,15.293,16.787,18.744,21.455,25.54,32.663,36.748,40.833,44.918,49.003,53.088,57.173,61.258,65.343,69.428,73.513,77.598,81.683,85.768,89.853,93.938,98.023,102.108,106.193,110.278,114.363,118.448,122.533,126.618,130.703,134.788,138.873,142.958,147.043,151.128,155.213,159.298,163.383,167.468,171.553,175.638,179.723,183.808,4.085
165,1,13.25174874,16.27142594,17.44623195,21.61825416,26.50795347,32.27382841,37.09641551,41.82979501,46.56317452,51.29655402,56.02993352,60.76331302,65.49669252,73.07009972,-1.6482,18.8095,0.12125,12.952,14.145,15.338,16.841,18.81,21.534,25.635,32.772,36.873,40.974,45.075,49.176,53.277,57.378,61.479,65.58,69.681,73.782,77.883,81.984,86.085,90.186,94.287,98.388,102.489,106.59,110.691,114.792,118.893,122.994,127.095,131.196,135.297,139.398,143.499,147.6,151.701,155.802,159.903,164.004,168.105,172.206,176.307,180.408,184.509,4.101
166,1,13.28550754,16.32239428,17.50361314,21.69760342,26.60542123,32.38099079,37.22234164,41.97534257,46.72834349,51.48134441,56.23434534,60.98734626,65.74034718,73.34514866,-1.6394,18.8746,0.12148,12.984,14.184,15.384,16.895,18.875,21.613,25.731,32.88,36.998,41.116,45.234,49.352,53.47,57.588,61.706,65.824,69.942,74.06,78.178,82.296,86.414,90.532,94.65,98.768,102.886,107.004,111.122,115.24,119.358,123.476,127.594,131.712,135.83,139.948,144.066,148.184,152.302,156.42,160.538,164.656,168.774,172.892,177.01,181.128,185.246,4.118
167,1,13.31826633,16.3736047,17.56168694,21.77593213,26.70076668,32.48522298,37.3442133,42.11568144,46.88714958,51.65861773,56.43008587,61.20155402,65.97302216,73.60737119,-1.6304,18.9398,0.1217,13.015,14.222,15.429,16.95,18.94,21.691,25.825,32.985,37.119,41.253,45.387,49.521,53.655,57.789,61.923,66.057,70.191,74.325,78.459,82.593,86.727,90.861,94.995,99.129,103.263,107.397,111.531,115.665,119.799,123.933,128.067,132.201,136.335,140.469,144.603,148.737,152.871,157.005,161.139,165.273,169.407,173.541,177.675,181.809,185.943,4.134
168,1,13.35202513,16.42457303,17.61906813,21.85521976,26.79450057,32.58380417,37.45797599,42.24560295,47.03322992,51.82085688,56.60848384,61.3961108,66.18373777,73.8439409,-1.6211,19.005,0.12191,13.047,14.261,15.475,17.004,19.005,21.77,25.918,33.084,37.232,41.38,45.528,49.676,53.824,57.972,62.12,66.268,70.416,74.564,78.712,82.86,87.008,91.156,95.304,99.452,103.6,107.748,111.896,116.044,120.192,124.34,128.488,132.636,136.784,140.932,145.08,149.228,153.376,157.524,161.672,165.82,169.968,174.116,178.264,182.412,186.56,4.148
169,1,13.38478392,16.47554137,17.67644931,21.93352793,26.88811213,32.68145516,37.57179317,42.37673315,47.18167313,51.98661311,56.79155309,61.59649307,66.40143306,74.08933703,-1.6116,19.0701,0.12212,13.078,14.299,15.521,17.058,19.07,21.848,26.011,33.182,37.345,41.508,45.671,49.834,53.997,58.16,62.323,66.486,70.649,74.812,78.975,83.138,87.301,91.464,95.627,99.79,103.953,108.116,112.279,116.442,120.605,124.768,128.931,133.094,137.257,141.42,145.583,149.746,153.909,158.072,162.235,166.398,170.561,174.724,178.887,183.05,187.213,4.163
170,1,13.41754271,16.52675179,17.73452311,22.01181556,26.9807237,32.77810616,37.68355586,42.50465466,47.32575346,52.14685226,56.96795106,61.78904986,66.61014866,74.32390674,-1.602,19.1351,0.12233,13.109,14.337,15.566,17.113,19.135,21.926,26.103,33.279,37.456,41.633,45.81,49.987,54.164,58.341,62.518,66.695,70.872,75.049,79.226,83.403,87.58,91.757,95.934,100.111,104.288,108.465,112.642,116.819,120.996,125.173,129.35,133.527,137.704,141.881,146.058,150.235,154.412,158.589,162.766,166.943,171.12,175.297,179.474,183.651,187.828,4.177
171,1,13.44955276,16.57734116,17.7919043,22.09008264,27.07184602,32.87003635,37.78926408,42.6253675,47.46147091,52.29757433,57.13367775,61.96978116,66.80588458,74.54365005,-1.5921,19.2,0.12253,13.139,14.375,15.611,17.167,19.2,22.004,26.194,33.371,37.561,41.751,45.941,50.131,54.321,58.511,62.701,66.891,71.081,75.271,79.461,83.651,87.841,92.031,96.221,100.411,104.601,108.791,112.981,117.171,121.361,125.551,129.741,133.931,138.121,142.311,146.501,150.691,154.881,159.071,163.261,167.451,171.641,175.831,180.021,184.211,188.401,4.19
172,1,13.48256281,16.6283095,17.84928548,22.16734972,27.16160139,32.95817596,37.8909723,42.74208033,47.59318837,52.4442964,57.29540443,62.14651247,66.9976205,74.75939335,-1.5821,19.2648,0.12272,13.17,14.414,15.657,17.221,19.265,22.081,26.284,33.459,37.662,41.865,46.068,50.271,54.474,58.677,62.88,67.083,71.286,75.489,79.692,83.895,88.098,92.301,96.504,100.707,104.91,109.113,113.316,117.519,121.722,125.925,130.128,134.331,138.534,142.737,146.94,151.143,155.346,159.549,163.752,167.955,172.158,176.361,180.564,184.767,188.97,4.203
173,1,13.51507035,16.67889888,17.90635929,22.24459626,27.25035676,33.04531556,37.99062604,42.85558449,47.72054294,52.58550139,57.45045983,62.31541828,67.18037673,74.96431025,-1.5719,19.3294,0.12291,13.201,14.451,15.702,17.275,19.329,22.158,26.373,33.546,37.761,41.976,46.191,50.406,54.621,58.836,63.051,67.266,71.481,75.696,79.911,84.126,88.341,92.556,96.771,100.986,105.201,109.416,113.631,117.846,122.061,126.276,130.491,134.706,138.921,143.136,147.351,151.566,155.781,159.996,164.211,168.426,172.641,176.856,181.071,185.286,189.501,4.215
174,1,13.5470804,16.72948825,17.96374047,22.3218428,27.33886751,33.13059476,38.08827978,42.96708864,47.84589751,52.72470637,57.60351524,62.4823241,67.36113296,75.16722715,-1.5615,19.3937,0.1231,13.231,14.489,15.747,17.329,19.394,22.235,26.462,33.631,37.858,42.085,46.312,50.539,54.766,58.993,63.22,67.447,71.674,75.901,80.128,84.355,88.582,92.809,97.036,101.263,105.49,109.717,113.944,118.171,122.398,126.625,130.852,135.079,139.306,143.533,147.76,151.987,156.214,160.441,164.668,168.895,173.122,177.349,181.576,185.803,190.03,4.227
175,1,13.5788392,16.77907763,18.02012165,22.39806879,27.42513362,33.21201357,38.18087904,43.07238412,47.9638892,52.85539428,57.74689935,62.63840443,67.52990951,75.35631764,-1.551,19.4578,0.12328,13.261,14.526,15.791,17.382,19.458,22.311,26.549,33.712,37.95,42.188,46.426,50.664,54.902,59.14,63.378,67.616,71.854,76.092,80.33,84.568,88.806,93.044,97.282,101.52,105.758,109.996,114.234,118.472,122.71,126.948,131.186,135.424,139.662,143.9,148.138,152.376,156.614,160.852,165.09,169.328,173.566,177.804,182.042,186.28,190.518,4.238
176,1,13.60984925,16.82904597,18.07650284,22.47427424,27.51027743,33.29150218,38.27042382,43.17347091,48.07651801,52.9795651,57.88261219,62.78565928,67.68870637,75.53358172,-1.5403,19.5217,0.12346,13.29,14.563,15.836,17.435,19.522,22.387,26.635,33.791,38.039,42.287,46.535,50.783,55.031,59.279,63.527,67.775,72.023,76.271,80.519,84.767,89.015,93.263,97.511,101.759,106.007,110.255,114.503,118.751,122.999,127.247,131.495,135.743,139.991,144.239,148.487,152.735,156.983,161.231,165.479,169.727,173.975,178.223,182.471,186.719,190.967,4.248
177,1,13.6408593,16.87925638,18.13326926,22.54947969,27.59405429,33.36720019,38.35596861,43.27055771,48.18514681,53.09973592,58.01432502,62.92891413,67.84350323,75.7068458,-1.5294,19.5853,0.12363,13.319,14.6,15.88,17.489,19.585,22.462,26.72,33.866,38.124,42.382,46.64,50.898,55.156,59.414,63.672,67.93,72.188,76.446,80.704,84.962,89.22,93.478,97.736,101.994,106.252,110.51,114.768,119.026,123.284,127.542,131.8,136.058,140.316,144.574,148.832,153.09,157.348,161.606,165.864,170.122,174.38,178.638,182.896,187.154,191.412,4.258
178,1,13.67161809,16.92822472,18.18895783,22.62466459,27.67695347,33.44282841,38.44045891,43.36543583,48.29041274,53.21538966,58.14036657,63.06534349,67.99032041,75.87028347,-1.5185,19.6486,0.1238,13.348,14.636,15.924,17.541,19.649,22.537,26.804,33.941,38.208,42.475,46.742,51.009,55.276,59.543,63.81,68.077,72.344,76.611,80.878,85.145,89.412,93.679,97.946,102.213,106.48,110.747,115.014,119.281,123.548,127.815,132.082,136.349,140.616,144.883,149.15,153.417,157.684,161.951,166.218,170.485,174.752,179.019,183.286,187.553,191.82,4.267
179,1,13.70237688,16.9778141,18.24503163,22.69884949,27.7584857,33.51466602,38.52094922,43.45631394,48.39167867,53.3270434,58.26240813,63.19777285,68.13313758,76.02972114,-1.5074,19.7117,0.12396,13.377,14.672,15.968,17.594,19.712,22.611,26.887,34.012,38.288,42.564,46.84,51.116,55.392,59.668,63.944,68.22,72.496,76.772,81.048,85.324,89.6,93.876,98.152,102.428,106.704,110.98,115.256,119.532,123.808,128.084,132.36,136.636,140.912,145.188,149.464,153.74,158.016,162.292,166.568,170.844,175.12,179.396,183.672,187.948,192.224,4.276
