,age_months,sex,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4,SD5,SD6,SD7,SD8,SD9,SD10,SD11,SD12,SD13,SD14,SD15,SD16,SD17,SD18,SD19,SD20,SD21,SD22,SD23,SD24,SD25,SD26,SD27,SD28,SD29,SD30,SD31,SD32,SD33,SD34,SD35,SD36,SD37,SD38,SD39,SD40,distance_SBMI
343,114,2,-1.4823,16.3425,0.12067,11.166,12.231,13.296,14.625,16.343,18.666,22.031,27.459,30.823999999999998,34.18899999999999,37.553999999999995,40.919,44.28399999999999,47.64899999999999,51.01399999999999,54.37899999999999,57.743999999999986,61.10899999999998,64.47399999999999,67.83899999999998,71.20399999999998,74.56899999999997,77.93399999999998,81.29899999999998,84.66399999999997,88.02899999999997,91.39399999999998,94.75899999999997,98.12399999999997,101.48899999999998,104.85399999999997,108.21899999999997,111.58399999999996,114.94899999999996,118.31399999999996,121.67899999999996,125.04399999999995,128.40899999999996,131.77399999999994,135.13899999999995,138.50399999999993,141.86899999999994,145.23399999999995,148.59899999999993,151.96399999999994,3.3649999999999984
344,115,2,-1.4838,16.3858,0.12108,11.185,12.254,13.323,14.659,16.386,18.725,22.12,27.612,31.006999999999998,34.402,37.797,41.19199999999999,44.586999999999996,47.982,51.376999999999995,54.77199999999999,58.166999999999994,61.562,64.957,68.35199999999999,71.74699999999999,75.142,78.53699999999999,81.93199999999999,85.32699999999998,88.722,92.11699999999999,95.51199999999999,98.90699999999998,102.30199999999999,105.69699999999999,109.09199999999998,112.48699999999998,115.88199999999998,119.27699999999999,122.67199999999998,126.06699999999998,129.462,132.857,136.25199999999998,139.647,143.04199999999997,146.43699999999998,149.832,153.22699999999998,3.3949999999999996
345,116,2,-1.485,16.4298,0.12148,11.204,12.278,13.352,14.694,16.43,18.785,22.208,27.765,31.188,34.611,38.03399999999999,41.456999999999994,44.879999999999995,48.30299999999999,51.725999999999985,55.14899999999999,58.57199999999999,61.99499999999998,65.41799999999998,68.84099999999998,72.26399999999998,75.68699999999998,79.10999999999997,82.53299999999997,85.95599999999997,89.37899999999996,92.80199999999996,96.22499999999997,99.64799999999997,103.07099999999996,106.49399999999996,109.91699999999996,113.33999999999996,116.76299999999996,120.18599999999995,123.60899999999995,127.03199999999995,130.45499999999993,133.87799999999993,137.30099999999993,140.72399999999993,144.14699999999993,147.56999999999994,150.99299999999994,154.41599999999994,3.4229999999999983
346,117,2,-1.4859,16.4746,0.12188,11.224,12.302,13.38,14.729,16.475,18.846,22.298,27.918,31.369999999999997,34.821999999999996,38.273999999999994,41.72599999999999,45.17799999999999,48.62999999999999,52.08199999999999,55.533999999999985,58.98599999999998,62.43799999999998,65.88999999999999,69.34199999999998,72.79399999999998,76.24599999999998,79.69799999999998,83.14999999999998,86.60199999999998,90.05399999999997,93.50599999999997,96.95799999999997,100.40999999999997,103.86199999999997,107.31399999999996,110.76599999999996,114.21799999999996,117.66999999999996,121.12199999999996,124.57399999999996,128.02599999999995,131.47799999999995,134.92999999999995,138.38199999999995,141.83399999999995,145.28599999999994,148.73799999999994,152.18999999999994,155.64199999999994,3.451999999999998
347,118,2,-1.4864,16.52,0.12228,11.244,12.327,13.41,14.764,16.52,18.907,22.388,28.071,31.552000000000003,35.033,38.51400000000001,41.995000000000005,45.47600000000001,48.95700000000001,52.43800000000002,55.91900000000001,59.40000000000002,62.881000000000014,66.36200000000002,69.84300000000002,73.32400000000003,76.80500000000002,80.28600000000003,83.76700000000002,87.24800000000003,90.72900000000003,94.21000000000004,97.69100000000003,101.17200000000003,104.65300000000003,108.13400000000004,111.61500000000004,115.09600000000003,118.57700000000004,122.05800000000005,125.53900000000004,129.02000000000004,132.50100000000006,135.98200000000006,139.46300000000005,142.94400000000005,146.42500000000007,149.90600000000006,153.38700000000006,156.86800000000005,3.4810000000000016
348,119,2,-1.4866,16.5663,0.12268,11.265,12.352,13.439,14.801,16.566,18.969,22.479,28.226,31.735999999999997,35.245999999999995,38.75599999999999,42.26599999999999,45.77599999999999,49.28599999999999,52.795999999999985,56.30599999999998,59.81599999999998,63.32599999999998,66.83599999999998,70.34599999999998,73.85599999999997,77.36599999999997,80.87599999999998,84.38599999999997,87.89599999999996,91.40599999999996,94.91599999999997,98.42599999999996,101.93599999999995,105.44599999999996,108.95599999999996,112.46599999999995,115.97599999999994,119.48599999999995,122.99599999999995,126.50599999999994,130.01599999999993,133.52599999999995,137.03599999999994,140.54599999999994,144.05599999999993,147.56599999999992,151.07599999999994,154.58599999999993,158.09599999999992,3.509999999999998
349,120,2,-1.4864,16.6133,0.12307,11.285,12.378,13.47,14.838,16.613,19.032,22.57,28.378,31.916,35.454,38.992000000000004,42.53,46.068,49.606,53.144000000000005,56.682,60.22,63.758,67.296,70.834,74.372,77.91,81.44800000000001,84.986,88.524,92.06200000000001,95.60000000000001,99.138,102.676,106.21400000000001,109.75200000000001,113.29,116.828,120.366,123.90400000000001,127.44200000000001,130.98000000000002,134.51800000000003,138.056,141.594,145.132,148.67000000000002,152.20800000000003,155.746,159.284,3.5380000000000003
350,121,2,-1.4859,16.6612,0.12346,11.307,12.404,13.501,14.876,16.661,19.096,22.663,28.531,32.098,35.665,39.232,42.799,46.366,49.933,53.5,57.067,60.634,64.201,67.768,71.33500000000001,74.902,78.469,82.036,85.60300000000001,89.17,92.737,96.304,99.87100000000001,103.43800000000002,107.005,110.572,114.13900000000001,117.70600000000002,121.273,124.84,128.407,131.97400000000002,135.541,139.108,142.675,146.24200000000002,149.809,153.376,156.943,160.51000000000002,3.567
351,122,2,-1.4851,16.71,0.12384,11.328,12.43,13.533,14.914,16.71,19.161,22.755,28.683,32.277,35.870999999999995,39.46499999999999,43.05899999999999,46.65299999999999,50.246999999999986,53.84099999999998,57.43499999999998,61.028999999999975,64.62299999999998,68.21699999999998,71.81099999999998,75.40499999999997,78.99899999999997,82.59299999999996,86.18699999999995,89.78099999999995,93.37499999999994,96.96899999999997,100.56299999999996,104.15699999999995,107.75099999999995,111.34499999999994,114.93899999999994,118.53299999999993,122.12699999999992,125.72099999999995,129.31499999999994,132.90899999999993,136.50299999999993,140.09699999999992,143.69099999999992,147.2849999999999,150.8789999999999,154.47299999999993,158.0669999999999,161.66099999999992,3.5939999999999976
352,123,2,-1.4839,16.7595,0.12422,11.35,12.458,13.565,14.954,16.76,19.226,22.849,28.834,32.457,36.08,39.703,43.32600000000001,46.949000000000005,50.572,54.19500000000001,57.81800000000001,61.44100000000002,65.06400000000001,68.68700000000001,72.31000000000002,75.93300000000002,79.55600000000001,83.17900000000002,86.80200000000002,90.42500000000003,94.04800000000003,97.67100000000002,101.29400000000003,104.91700000000003,108.54000000000002,112.16300000000003,115.78600000000003,119.40900000000003,123.03200000000004,126.65500000000003,130.27800000000002,133.90100000000004,137.52400000000003,141.14700000000002,144.77000000000004,148.39300000000003,152.01600000000005,155.63900000000004,159.26200000000006,162.88500000000005,3.623000000000001
353,124,2,-1.4825,16.81,0.1246,11.373,12.485,13.598,14.994,16.81,19.293,22.943,28.987,32.637,36.287000000000006,39.937000000000005,43.587,47.23700000000001,50.887000000000015,54.53700000000001,58.18700000000001,61.83700000000002,65.48700000000002,69.13700000000001,72.78700000000002,76.43700000000003,80.08700000000003,83.73700000000002,87.38700000000003,91.03700000000003,94.68700000000004,98.33700000000003,101.98700000000004,105.63700000000004,109.28700000000003,112.93700000000004,116.58700000000005,120.23700000000005,123.88700000000006,127.53700000000005,131.18700000000007,134.83700000000007,138.48700000000005,142.13700000000006,145.78700000000006,149.43700000000007,153.08700000000007,156.73700000000008,160.38700000000009,164.03700000000006,3.650000000000002
354,125,2,-1.4807,16.8614,0.12497,11.396,12.514,13.631,15.035,16.861,19.36,23.038,29.138,32.816,36.494,40.172000000000004,43.85000000000001,47.528000000000006,51.206,54.88400000000001,58.56200000000001,62.24000000000001,65.918,69.59600000000002,73.27400000000002,76.95200000000001,80.63000000000001,84.30800000000002,87.98600000000002,91.66400000000002,95.34200000000001,99.02000000000002,102.69800000000002,106.37600000000002,110.05400000000003,113.73200000000003,117.41000000000003,121.08800000000002,124.76600000000002,128.44400000000002,132.122,135.8,139.47800000000004,143.15600000000003,146.83400000000003,150.51200000000003,154.19000000000003,157.86800000000002,161.54600000000002,165.22400000000005,3.678000000000001
355,126,2,-1.4787,16.9136,0.12534,11.419,12.542,13.666,15.076,16.914,19.429,23.134,29.29,32.995000000000005,36.7,40.405,44.11000000000001,47.81500000000001,51.52000000000001,55.22500000000001,58.930000000000014,62.63500000000001,66.34000000000002,70.04500000000002,73.75000000000003,77.45500000000001,81.16000000000003,84.86500000000004,88.57000000000002,92.27500000000003,95.98000000000002,99.68500000000003,103.39000000000004,107.09500000000003,110.80000000000004,114.50500000000005,118.21000000000004,121.91500000000005,125.62000000000003,129.32500000000005,133.03000000000006,136.73500000000004,140.44000000000005,144.14500000000007,147.85000000000005,151.55500000000006,155.26000000000005,158.96500000000006,162.67000000000004,166.37500000000006,3.705000000000002
356,127,2,-1.4763,16.9667,0.12571,11.443,12.572,13.7,15.119,16.967,19.498,23.231,29.441,33.174,36.907,40.64,44.373000000000005,48.106,51.839,55.572,59.30500000000001,63.03800000000001,66.771,70.504,74.23700000000001,77.97000000000001,81.703,85.436,89.16900000000001,92.90200000000002,96.63500000000002,100.36800000000001,104.10100000000001,107.83400000000002,111.56700000000001,115.30000000000001,119.03300000000002,122.76600000000002,126.49900000000002,130.232,133.965,137.698,141.431,145.16400000000002,148.89700000000002,152.63000000000002,156.36300000000003,160.09600000000003,163.82900000000004,167.562,3.7330000000000005
357,128,2,-1.4737,17.0208,0.12607,11.467,12.602,13.736,15.162,17.021,19.568,23.328,29.591,33.351,37.111,40.870999999999995,44.63099999999999,48.39099999999999,52.15099999999999,55.91099999999999,59.670999999999985,63.43099999999998,67.19099999999997,70.95099999999998,74.71099999999998,78.47099999999998,82.23099999999997,85.99099999999997,89.75099999999998,93.51099999999997,97.27099999999996,101.03099999999998,104.79099999999997,108.55099999999996,112.31099999999995,116.07099999999997,119.83099999999996,123.59099999999995,127.35099999999994,131.11099999999996,134.87099999999995,138.63099999999994,142.39099999999993,146.15099999999995,149.91099999999994,153.67099999999994,157.43099999999993,161.19099999999995,164.95099999999994,168.71099999999993,3.759999999999998
358,129,2,-1.4708,17.0757,0.12643,11.492,12.632,13.772,15.206,17.076,19.639,23.426,29.742,33.528999999999996,37.316,41.102999999999994,44.89,48.67699999999999,52.464,56.25099999999999,60.038,63.82499999999999,67.612,71.39899999999999,75.18599999999999,78.97299999999998,82.75999999999999,86.54699999999998,90.33399999999999,94.121,97.90799999999999,101.69499999999998,105.48199999999999,109.26899999999999,113.05599999999998,116.84299999999998,120.62999999999998,124.41699999999999,128.20399999999998,131.99099999999996,135.77799999999996,139.56499999999997,143.35199999999998,147.13899999999995,150.92599999999996,154.71299999999997,158.49999999999997,162.28699999999995,166.07399999999996,169.86099999999996,3.786999999999999
359,130,2,-1.4677,17.1316,0.12678,11.517,12.663,13.81,15.251,17.132,19.712,23.525,29.891,33.70399999999999,37.516999999999996,41.33,45.142999999999994,48.95599999999999,52.76899999999999,56.581999999999994,60.39499999999999,64.208,68.02099999999999,71.83399999999997,75.64699999999999,79.45999999999998,83.27299999999998,87.08599999999998,90.89899999999997,94.71199999999999,98.52499999999998,102.33799999999997,106.15099999999998,109.96399999999997,113.77699999999996,117.58999999999997,121.40299999999996,125.21599999999998,129.02899999999997,132.84199999999996,136.65499999999997,140.46799999999996,144.28099999999995,148.09399999999997,151.90699999999995,155.71999999999997,159.53299999999996,163.34599999999995,167.15899999999996,170.97199999999995,3.812999999999999
360,131,2,-1.4642,17.1883,0.12713,11.543,12.695,13.847,15.297,17.188,19.785,23.624,30.039,33.878,37.717,41.556,45.394999999999996,49.233999999999995,53.07299999999999,56.91199999999999,60.75099999999999,64.58999999999999,68.42899999999999,72.26799999999999,76.10699999999999,79.94599999999998,83.78499999999998,87.62399999999998,91.46299999999998,95.30199999999998,99.14099999999998,102.97999999999998,106.81899999999997,110.65799999999997,114.49699999999997,118.33599999999997,122.17499999999997,126.01399999999997,129.85299999999995,133.69199999999995,137.53099999999995,141.36999999999995,145.20899999999995,149.04799999999994,152.88699999999994,156.72599999999994,160.56499999999994,164.40399999999994,168.24299999999994,172.08199999999994,3.8389999999999986
361,132,2,-1.4606,17.2459,0.12748,11.569,12.727,13.885,15.343,17.246,19.859,23.725,30.189,34.055,37.921,41.787,45.653,49.519,53.385,57.251,61.117,64.983,68.84899999999999,72.715,76.58099999999999,80.447,84.31299999999999,88.179,92.04499999999999,95.911,99.77699999999999,103.643,107.50899999999999,111.375,115.24099999999999,119.107,122.97299999999998,126.839,130.70499999999998,134.571,138.43699999999998,142.303,146.16899999999998,150.035,153.90099999999998,157.767,161.63299999999998,165.499,169.36499999999998,173.23099999999997,3.8659999999999997
362,133,2,-1.4567,17.3044,0.12782,11.595,12.76,13.925,15.39,17.304,19.933,23.825,30.336,34.227999999999994,38.12,42.012,45.903999999999996,49.79599999999999,53.687999999999995,57.58,61.471999999999994,65.36399999999999,69.256,73.148,77.03999999999999,80.93199999999999,84.82399999999998,88.716,92.60799999999999,96.49999999999999,100.39199999999998,104.28399999999999,108.17599999999999,112.06799999999998,115.96,119.85199999999999,123.74399999999999,127.63599999999998,131.52799999999996,135.42,139.31199999999998,143.20399999999998,147.096,150.988,154.88,158.772,162.664,166.55599999999998,170.44799999999998,174.33999999999997,3.8919999999999995
363,134,2,-1.4526,17.3637,0.12816,11.622,12.793,13.964,15.438,17.364,20.009,23.927,30.484,34.402,38.32,42.238,46.156,50.074,53.992,57.91,61.827999999999996,65.746,69.66399999999999,73.582,77.5,81.41799999999999,85.33599999999998,89.25399999999999,93.172,97.09,101.00799999999998,104.92599999999999,108.844,112.762,116.67999999999998,120.59799999999998,124.51599999999999,128.434,132.35199999999998,136.26999999999998,140.188,144.106,148.02399999999997,151.94199999999998,155.85999999999999,159.778,163.696,167.61399999999998,171.53199999999998,175.45,3.9179999999999993
364,135,2,-1.4482,17.4238,0.12849,11.65,12.827,14.004,15.487,17.424,20.086,24.029,30.63,34.573,38.516000000000005,42.459,46.402,50.345000000000006,54.28800000000001,58.23100000000001,62.17400000000001,66.117,70.06000000000002,74.00300000000001,77.94600000000001,81.88900000000001,85.83200000000002,89.77500000000002,93.71800000000002,97.66100000000002,101.60400000000001,105.54700000000003,109.49000000000002,113.43300000000002,117.37600000000003,121.31900000000003,125.26200000000003,129.20500000000004,133.14800000000002,137.09100000000004,141.03400000000005,144.97700000000003,148.92000000000004,152.86300000000006,156.80600000000004,160.74900000000005,164.69200000000004,168.63500000000005,172.57800000000003,176.52100000000004,3.9430000000000014
365,136,2,-1.4436,17.4847,0.12882,11.677,12.861,14.045,15.536,17.485,20.163,24.131,30.776,34.744,38.712,42.68,46.647999999999996,50.616,54.584,58.552,62.519999999999996,66.488,70.456,74.42399999999999,78.392,82.36,86.328,90.29599999999999,94.264,98.232,102.2,106.16799999999999,110.136,114.104,118.07199999999999,122.03999999999999,126.008,129.976,133.94400000000002,137.912,141.88,145.848,149.816,153.784,157.752,161.72,165.68800000000002,169.656,173.62400000000002,177.592,3.968
366,137,2,-1.4389,17.5464,0.12914,11.706,12.896,14.087,15.586,17.546,20.241,24.234,30.92,34.913000000000004,38.906000000000006,42.89900000000001,46.89200000000001,50.88500000000001,54.878000000000014,58.871000000000016,62.86400000000002,66.85700000000003,70.85000000000002,74.84300000000002,78.83600000000003,82.82900000000004,86.82200000000003,90.81500000000003,94.80800000000004,98.80100000000003,102.79400000000004,106.78700000000005,110.78000000000004,114.77300000000004,118.76600000000005,122.75900000000006,126.75200000000005,130.74500000000006,134.73800000000006,138.73100000000005,142.72400000000005,146.71700000000004,150.71000000000006,154.7030000000001,158.69600000000008,162.68900000000008,166.68200000000007,170.67500000000007,174.66800000000006,178.66100000000006,3.993000000000002
367,138,2,-1.4339,17.6088,0.12946,11.734,12.931,14.129,15.637,17.609,20.32,24.338,31.064,35.082,39.1,43.118,47.136,51.154,55.172000000000004,59.190000000000005,63.208000000000006,67.226,71.244,75.262,79.28,83.298,87.316,91.334,95.352,99.37,103.388,107.406,111.424,115.44200000000001,119.46000000000001,123.47800000000001,127.49600000000001,131.514,135.532,139.55,143.568,147.586,151.604,155.622,159.64000000000001,163.65800000000002,167.67600000000002,171.69400000000002,175.71200000000002,179.73000000000002,4.018000000000001
368,139,2,-1.4288,17.6719,0.12978,11.763,12.967,14.171,15.688,17.672,20.4,24.442,31.209,35.251000000000005,39.293000000000006,43.33500000000001,47.37700000000001,51.41900000000001,55.46100000000001,59.503000000000014,63.545000000000016,67.58700000000002,71.62900000000002,75.67100000000002,79.71300000000002,83.75500000000002,87.79700000000003,91.83900000000003,95.88100000000003,99.92300000000003,103.96500000000003,108.00700000000003,112.04900000000004,116.09100000000004,120.13300000000004,124.17500000000004,128.21700000000004,132.25900000000004,136.30100000000004,140.34300000000005,144.38500000000005,148.42700000000005,152.46900000000005,156.51100000000005,160.55300000000005,164.59500000000006,168.63700000000006,172.67900000000006,176.72100000000006,180.76300000000006,4.042000000000002
369,140,2,-1.4235,17.7357,0.13009,11.792,13.003,14.214,15.74,17.736,20.48,24.546,31.351,35.417,39.483,43.54899999999999,47.614999999999995,51.681,55.74699999999999,59.81299999999999,63.87899999999999,67.945,72.011,76.07699999999998,80.14299999999999,84.20899999999999,88.27499999999998,92.34099999999998,96.40699999999998,100.47299999999998,104.53899999999999,108.60499999999998,112.67099999999998,116.73699999999998,120.80299999999997,124.86899999999997,128.93499999999997,133.00099999999998,137.06699999999998,141.13299999999998,145.19899999999996,149.265,153.33099999999996,157.39699999999996,161.46299999999997,165.52899999999997,169.59499999999997,173.66099999999997,177.72699999999998,181.79299999999995,4.065999999999999
370,141,2,-1.418,17.8001,0.1304,11.822,13.04,14.258,15.793,17.8,20.561,24.651,31.493,35.583,39.673,43.763,47.852999999999994,51.943,56.033,60.123,64.213,68.303,72.393,76.48299999999999,80.573,84.663,88.753,92.84299999999999,96.93299999999999,101.023,105.113,109.20299999999999,113.29299999999999,117.383,121.47299999999998,125.56299999999999,129.653,133.743,137.833,141.923,146.013,150.103,154.19299999999998,158.283,162.373,166.463,170.553,174.643,178.733,182.82299999999998,4.09
371,142,2,-1.4123,17.8651,0.1307,11.852,13.077,14.302,15.846,17.865,20.642,24.756,31.633,35.747,39.861000000000004,43.975,48.089,52.203,56.31700000000001,60.431000000000004,64.545,68.659,72.77300000000001,76.887,81.001,85.11500000000001,89.22900000000001,93.343,97.45700000000001,101.57100000000001,105.68500000000002,109.799,113.91300000000001,118.02700000000002,122.141,126.25500000000001,130.36900000000003,134.48300000000003,138.59700000000004,142.711,146.82500000000002,150.93900000000002,155.05300000000003,159.16700000000003,163.28100000000003,167.39500000000004,171.50900000000004,175.62300000000005,179.73700000000005,183.85100000000003,4.114000000000001
372,143,2,-1.4065,17.9306,0.13099,11.882,13.114,14.346,15.899,17.931,20.724,24.861,31.77,35.907,40.044,44.181,48.318,52.455,56.592,60.729,64.866,69.003,73.14,77.277,81.414,85.551,89.688,93.825,97.962,102.099,106.236,110.373,114.51,118.647,122.784,126.921,131.05800000000002,135.19500000000002,139.33200000000002,143.46900000000002,147.60600000000002,151.74300000000002,155.88000000000002,160.01700000000002,164.15400000000002,168.29100000000003,172.42800000000003,176.56500000000003,180.70200000000003,184.83900000000003,4.1370000000000005
373,144,2,-1.4006,17.9966,0.13129,11.912,13.151,14.391,15.953,17.997,20.806,24.967,31.91,36.071,40.232,44.392999999999994,48.55399999999999,52.71499999999999,56.87599999999999,61.036999999999985,65.19799999999998,69.35899999999998,73.51999999999998,77.68099999999997,81.84199999999997,86.00299999999997,90.16399999999997,94.32499999999996,98.48599999999996,102.64699999999996,106.80799999999996,110.96899999999995,115.12999999999995,119.29099999999995,123.45199999999994,127.61299999999994,131.77399999999994,135.93499999999995,140.09599999999995,144.25699999999995,148.41799999999995,152.57899999999995,156.73999999999992,160.90099999999993,165.06199999999993,169.22299999999993,173.38399999999993,177.54499999999993,181.70599999999993,185.8669999999999,4.160999999999998
374,145,2,-1.3945,18.063,0.13158,11.942,13.189,14.436,16.008,18.063,20.889,25.072,32.047,36.23,40.413,44.596,48.778999999999996,52.961999999999996,57.144999999999996,61.327999999999996,65.511,69.69399999999999,73.877,78.06,82.243,86.42599999999999,90.609,94.792,98.975,103.15799999999999,107.341,111.524,115.707,119.88999999999999,124.073,128.256,132.439,136.62199999999999,140.805,144.988,149.171,153.35399999999998,157.53699999999998,161.72,165.903,170.08599999999998,174.26899999999998,178.452,182.635,186.81799999999998,4.183
375,146,2,-1.3883,18.1297,0.13186,11.973,13.227,14.481,16.062,18.13,20.972,25.177,32.182,36.387,40.592,44.797,49.001999999999995,53.206999999999994,57.41199999999999,61.61699999999999,65.82199999999999,70.02699999999999,74.23199999999999,78.43699999999998,82.64199999999998,86.84699999999998,91.05199999999998,95.25699999999998,99.46199999999997,103.66699999999997,107.87199999999997,112.07699999999997,116.28199999999997,120.48699999999997,124.69199999999996,128.89699999999996,133.10199999999998,137.30699999999996,141.51199999999994,145.71699999999996,149.92199999999997,154.12699999999995,158.33199999999994,162.53699999999998,166.74199999999996,170.94699999999995,175.15199999999993,179.35699999999997,183.56199999999995,187.76699999999994,4.204999999999998
376,147,2,-1.3819,18.1967,0.13214,12.003,13.265,14.526,16.117,18.197,21.055,25.282,32.316,36.543000000000006,40.77,44.997,49.224000000000004,53.45100000000001,57.678000000000004,61.905,66.132,70.35900000000001,74.58600000000001,78.813,83.04,87.26700000000001,91.494,95.721,99.94800000000001,104.17500000000001,108.40200000000002,112.629,116.85600000000001,121.08300000000001,125.31,129.537,133.764,137.991,142.21800000000002,146.445,150.67200000000003,154.899,159.126,163.353,167.58,171.80700000000002,176.03400000000002,180.26100000000002,184.48800000000003,188.715,4.227
377,148,2,-1.3755,18.2639,0.13241,12.034,13.303,14.572,16.172,18.264,21.138,25.387,32.448,36.697,40.946,45.19499999999999,49.443999999999996,53.693,57.94199999999999,62.19099999999999,66.44,70.689,74.93799999999999,79.18699999999998,83.43599999999998,87.68499999999997,91.93399999999998,96.18299999999999,100.43199999999999,104.68099999999998,108.92999999999998,113.17899999999997,117.42799999999997,121.67699999999996,125.92599999999999,130.17499999999998,134.42399999999998,138.67299999999997,142.92199999999997,147.17099999999996,151.41999999999996,155.66899999999995,159.91799999999998,164.16699999999997,168.41599999999997,172.66499999999996,176.91399999999996,181.16299999999995,185.41199999999995,189.66099999999997,4.248999999999999
378,149,2,-1.3689,18.3312,0.13268,12.065,13.341,14.618,16.227,18.331,21.222,25.491,32.579,36.848,41.117,45.385999999999996,49.654999999999994,53.92399999999999,58.19299999999999,62.46199999999999,66.731,70.99999999999999,75.26899999999998,79.53799999999998,83.80699999999999,88.07599999999998,92.34499999999997,96.61399999999998,100.88299999999998,105.15199999999999,109.42099999999996,113.68999999999997,117.95899999999997,122.22799999999998,126.49699999999996,130.76599999999996,135.03499999999997,139.30399999999997,143.57299999999995,147.84199999999996,152.11099999999996,156.37999999999997,160.64899999999994,164.91799999999995,169.18699999999995,173.45599999999996,177.72499999999997,181.99399999999994,186.26299999999995,190.53199999999995,4.268999999999998
379,150,2,-1.3621,18.3986,0.13295,12.095,13.379,14.663,16.282,18.399,21.305,25.596,32.708,36.998999999999995,41.29,45.581,49.872,54.163,58.454,62.745000000000005,67.036,71.327,75.618,79.909,84.2,88.491,92.78200000000001,97.07300000000001,101.364,105.655,109.946,114.23700000000001,118.528,122.819,127.11000000000001,131.401,135.692,139.983,144.274,148.565,152.856,157.147,161.43800000000002,165.729,170.02,174.311,178.602,182.893,187.184,191.47500000000002,4.291
380,151,2,-1.3553,18.466,0.13321,12.126,13.418,14.709,16.338,18.466,21.388,25.699,32.835,37.146,41.457,45.768,50.079,54.39,58.701,63.012,67.32300000000001,71.634,75.945,80.256,84.56700000000001,88.878,93.189,97.5,101.811,106.12200000000001,110.43299999999999,114.744,119.055,123.36600000000001,127.67699999999999,131.988,136.299,140.61,144.921,149.232,153.543,157.854,162.165,166.476,170.787,175.098,179.40900000000002,183.72,188.031,192.342,4.311
381,152,2,-1.3483,18.5333,0.13347,12.156,13.456,14.755,16.393,18.533,21.471,25.802,32.96,37.291,41.622,45.953,50.284,54.614999999999995,58.946,63.277,67.608,71.939,76.27,80.601,84.93199999999999,89.263,93.594,97.92499999999998,102.256,106.58699999999999,110.918,115.249,119.57999999999998,123.911,128.242,132.57299999999998,136.904,141.23499999999999,145.566,149.897,154.22799999999998,158.559,162.89,167.221,171.552,175.88299999999998,180.214,184.545,188.876,193.207,4.3309999999999995
382,153,2,-1.3413,18.6006,0.13372,12.187,13.494,14.8,16.448,18.601,21.554,25.905,33.083,37.434,41.785000000000004,46.13600000000001,50.48700000000001,54.83800000000001,59.189000000000014,63.54000000000002,67.89100000000002,72.24200000000002,76.59300000000002,80.94400000000003,85.29500000000003,89.64600000000003,93.99700000000004,98.34800000000004,102.69900000000004,107.05000000000004,111.40100000000004,115.75200000000005,120.10300000000005,124.45400000000005,128.80500000000006,133.15600000000006,137.50700000000006,141.85800000000006,146.20900000000006,150.56000000000006,154.91100000000006,159.26200000000006,163.61300000000008,167.96400000000008,172.31500000000008,176.66600000000008,181.01700000000008,185.36800000000008,189.71900000000008,194.0700000000001,4.351000000000003
383,154,2,-1.3341,18.6677,0.13397,12.217,13.531,14.846,16.503,18.668,21.637,26.007,33.204,37.574,41.944,46.31400000000001,50.684000000000005,55.054,59.42400000000001,63.79400000000001,68.16400000000002,72.53400000000002,76.90400000000001,81.274,85.644,90.01400000000001,94.38400000000001,98.75400000000002,103.12400000000002,107.49400000000003,111.86400000000003,116.23400000000001,120.60400000000001,124.97400000000002,129.34400000000002,133.71400000000003,138.08400000000003,142.45400000000004,146.82400000000004,151.19400000000002,155.56400000000002,159.93400000000003,164.30400000000003,168.67400000000004,173.04400000000004,177.41400000000004,181.78400000000005,186.15400000000005,190.52400000000006,194.89400000000003,4.370000000000001
384,155,2,-1.3269,18.7346,0.13421,12.247,13.569,14.891,16.558,18.735,21.719,26.107,33.322,37.71,42.098,46.486,50.873999999999995,55.26199999999999,59.64999999999999,64.03799999999998,68.42599999999999,72.814,77.20199999999998,81.58999999999997,85.97799999999998,90.36599999999999,94.75399999999998,99.14199999999997,103.52999999999997,107.91799999999998,112.30599999999997,116.69399999999996,121.08199999999997,125.46999999999997,129.85799999999995,134.24599999999995,138.63399999999996,143.02199999999996,147.40999999999997,151.79799999999994,156.18599999999995,160.57399999999996,164.96199999999993,169.34999999999994,173.73799999999994,178.12599999999995,182.51399999999995,186.90199999999993,191.28999999999994,195.67799999999994,4.387999999999998
385,156,2,-1.3195,18.8012,0.13445,12.276,13.606,14.936,16.612,18.801,21.8,26.207,33.439,37.846000000000004,42.253,46.66,51.067,55.474000000000004,59.881,64.288,68.695,73.102,77.509,81.916,86.32300000000001,90.72999999999999,95.137,99.54400000000001,103.951,108.358,112.76499999999999,117.172,121.57900000000001,125.98599999999999,130.393,134.8,139.207,143.614,148.021,152.428,156.835,161.242,165.649,170.05599999999998,174.463,178.87,183.277,187.684,192.09099999999998,196.498,4.407
